Country,Category,Player,Pos,Age,MP,Playing Time_Min,Playing Time_Mn/MP,Playing Time_Min%,Playing Time_90s,Starts,Starts_Mn/Start,Starts_Compl,Subs,Subs_Mn/Sub,Subs_unSub,Team Success_PPM,Team Success_onG,Team Success_onGA,Team Success_+/-,Team Success_+/-90,Team Success_On-Off,Matches,Playing Time_MP
South Africa,world_cup,Ronwen Williams,GK,34-144,1.0,90.0,90.0,100.0,1.0,1,90.0,1,0,,0,0.0,0.0,2.0,-2.0,-2.0,,Matches,
South Africa,world_cup,Aubrey Modiba,DF,30-327,1.0,76.0,76.0,84.4,0.8,1,76.0,0,0,,0,0.0,0.0,2.0,-2.0,-2.37,-2.37,Matches,
South Africa,world_cup,Iqraam Rayners,FW,30-177,1.0,75.0,75.0,83.3,0.8,1,75.0,0,0,,0,0.0,0.0,2.0,-2.0,-2.4,-2.4,Matches,
South Africa,world_cup,Jayden Adams,MF,25-040,1.0,60.0,60.0,66.7,0.7,1,60.0,0,0,,0,0.0,0.0,1.0,-1.0,-1.5,1.5,Matches,
South Africa,world_cup,Lyle Foster,FW,25-284,1.0,55.0,55.0,61.1,0.6,1,55.0,0,0,,0,0.0,0.0,1.0,-1.0,-1.64,0.94,Matches,
South Africa,world_cup,Sphephelo Sithole,MF,27-103,1.0,49.0,49.0,54.4,0.5,1,49.0,0,0,,0,0.0,0.0,1.0,-1.0,-1.84,0.36,Matches,
South Africa,world_cup,Thalente Mbatha,MF,26-090,1.0,35.0,35.0,38.9,0.4,0,,0,1,35.0,0,0.0,0.0,1.0,-1.0,-2.57,-0.94,Matches,
South Africa,world_cup,Themba Zwane,"FW,MF",36-315,1.0,23.0,23.0,25.6,0.3,0,,0,1,23.0,0,0.0,0.0,1.0,-1.0,-3.91,-2.57,Matches,
South Africa,world_cup,Evidence Makgopa,FW,26-009,1.0,15.0,15.0,16.7,0.2,0,,0,1,15.0,0,0.0,0.0,0.0,0.0,0.0,2.4,Matches,
South Africa,world_cup,Oswin Appollis,MF,24-293,1.0,14.0,14.0,15.6,0.2,0,,0,1,14.0,0,0.0,0.0,0.0,0.0,0.0,2.37,Matches,
South Africa,world_cup,Sipho Chaine,GK,29-182,0.0,,,,,0,,0,0,,1,,,,,,,Matches,
South Africa,world_cup,Bradley Cross,DF,25-135,0.0,,,,,0,,0,0,,1,,,,,,,Matches,
South Africa,world_cup,Ricardo Goss,GK,32-073,0.0,,,,,0,,0,0,,1,,,,,,,Matches,
South Africa,world_cup,Samukele Kabini,DF,22-091,0.0,,,,,0,,0,0,,1,,,,,,,Matches,
South Africa,world_cup,Olwethu Makhanya,DF,22-045,0.0,,,,,0,,0,0,,1,,,,,,,Matches,
South Africa,world_cup,Thapelo Maseko,MF,22-215,0.0,,,,,0,,0,0,,1,,,,,,,Matches,
South Africa,world_cup,Thabang Matuludi,DF,27-151,0.0,,,,,0,,0,0,,1,,,,,,,Matches,
South Africa,world_cup,Relebohile Mofokeng,MF,21-234,0.0,,,,,0,,0,0,,1,,,,,,,Matches,
South Africa,world_cup,Tshepang Moremi,MF,25-255,0.0,,,,,0,,0,0,,1,,,,,,,Matches,
South Africa,world_cup,Khulumani Ndamane,DF,22-129,0.0,,,,,0,,0,0,,1,,,,,,,Matches,
South Africa,world_cup,Kamogelo Sebelebele,"DF,MF",23-328,0.0,,,,,0,,0,0,,1,,,,,,,Matches,
South Africa,world_cup,Squad Total,,28.2,1.0,90.0,90.0,100.0,1.0,11,78.0,6,4,22.0,11,0.0,0.0,2.0,-2.0,-2.0,,,
South Africa,world_cup,Opponent Total,,28.1,1.0,90.0,90.0,100.0,1.0,11,78.0,5,5,18.0,10,3.0,2.0,0.0,2.0,2.0,,,
Switzerland,world_cup,Manuel Akanji,DF,30-330,1.0,90.0,90.0,100.0,1.0,1,90.0,1,0,,0,1.0,1.0,1.0,0.0,0.0,,Matches,
Switzerland,world_cup,Nico Elvedi,DF,29-257,1.0,90.0,90.0,100.0,1.0,1,90.0,1,0,,0,1.0,1.0,1.0,0.0,0.0,,Matches,
Switzerland,world_cup,Breel Embolo,FW,29-120,1.0,90.0,90.0,100.0,1.0,1,90.0,1,0,,0,1.0,1.0,1.0,0.0,0.0,,Matches,
Switzerland,world_cup,Gregor Kobel,GK,28-190,1.0,90.0,90.0,100.0,1.0,1,90.0,1,0,,0,1.0,1.0,1.0,0.0,0.0,,Matches,
Switzerland,world_cup,Granit Xhaka,MF,33-260,1.0,90.0,90.0,100.0,1.0,1,90.0,1,0,,0,1.0,1.0,1.0,0.0,0.0,,Matches,
Switzerland,world_cup,Denis Zakaria,DF,29-206,1.0,90.0,90.0,100.0,1.0,1,90.0,1,0,,0,1.0,1.0,1.0,0.0,0.0,,Matches,
Switzerland,world_cup,Remo Freuler,MF,34-060,1.0,88.0,88.0,97.8,1.0,1,88.0,0,0,,0,1.0,1.0,0.0,1.0,1.02,46.02,Matches,
Switzerland,world_cup,Ricardo Rodríguez,DF,33-293,1.0,88.0,88.0,97.8,1.0,1,88.0,0,0,,0,1.0,1.0,0.0,1.0,1.02,46.02,Matches,
Switzerland,world_cup,Ruben Vargas,MF,27-313,1.0,78.0,78.0,86.7,0.9,1,78.0,0,0,,0,1.0,1.0,0.0,1.0,1.15,8.65,Matches,
Switzerland,world_cup,Michel Aebischer,MF,29-159,1.0,65.0,65.0,72.2,0.7,1,65.0,0,0,,0,1.0,1.0,0.0,1.0,1.38,4.98,Matches,
Switzerland,world_cup,Dan Ndoye,MF,25-232,1.0,65.0,65.0,72.2,0.7,1,65.0,0,0,,0,1.0,1.0,0.0,1.0,1.38,4.98,Matches,
Switzerland,world_cup,Johan Manzambi,MF,20-243,1.0,25.0,25.0,27.8,0.3,0,,0,1,25.0,0,1.0,0.0,1.0,-1.0,-3.6,-4.98,Matches,
Switzerland,world_cup,Fabian Rieder,"FW,MF",24-118,1.0,25.0,25.0,27.8,0.3,0,,0,1,25.0,0,1.0,0.0,1.0,-1.0,-3.6,-4.98,Matches,
Switzerland,world_cup,Zeki Amdouni,"FW,MF",25-192,1.0,12.0,12.0,13.3,0.1,0,,0,1,12.0,0,1.0,0.0,1.0,-1.0,-7.5,-8.65,Matches,
Switzerland,world_cup,Ardon Jashari,MF,23-319,1.0,2.0,2.0,2.2,0.0,0,,0,1,2.0,0,1.0,0.0,1.0,-1.0,-45.0,-46.02,Matches,
Switzerland,world_cup,Miro Muheim,"DF,MF",28-082,1.0,2.0,2.0,2.2,0.0,0,,0,1,2.0,0,1.0,0.0,1.0,-1.0,-45.0,-46.02,Matches,
Switzerland,world_cup,Aurèle Amenda,DF,22-318,0.0,,,,,0,,0,0,,1,,,,,,,Matches,
Switzerland,world_cup,Eray Cömert,DF,28-130,0.0,,,,,0,,0,0,,1,,,,,,,Matches,
Switzerland,world_cup,Christian Fassnacht,"FW,MF",32-215,0.0,,,,,0,,0,0,,1,,,,,,,Matches,
Switzerland,world_cup,Cedric Itten,"FW,MF",29-169,0.0,,,,,0,,0,0,,1,,,,,,,Matches,
Switzerland,world_cup,Luca Jaquez,DF,23-012,0.0,,,,,0,,0,0,,1,,,,,,,Matches,
Switzerland,world_cup,Marvin Keller,GK,23-346,0.0,,,,,0,,0,0,,1,,,,,,,Matches,
Switzerland,world_cup,Yvon Mvogo,GK,32-008,0.0,,,,,0,,0,0,,1,,,,,,,Matches,
Switzerland,world_cup,Noah Okafor,"FW,MF",26-021,0.0,,,,,0,,0,0,,1,,,,,,,Matches,
Switzerland,world_cup,Djibril Sow,MF,29-128,0.0,,,,,0,,0,0,,1,,,,,,,Matches,
Switzerland,world_cup,Silvan Widmer,"DF,MF",33-101,0.0,,,,,0,,0,0,,1,,,,,,,Matches,
Switzerland,world_cup,Squad Total,,29.9,1.0,90.0,90.0,100.0,1.0,11,84.0,6,5,13.0,10,1.0,1.0,1.0,0.0,0.0,,,
Switzerland,world_cup,Opponent Total,,29.7,1.0,90.0,90.0,100.0,1.0,11,84.0,6,5,22.0,10,1.0,1.0,1.0,0.0,0.0,,,
Türkiye,world_cup,Abdülkerim Bardakcı,DF,31-280,1.0,90.0,90.0,100.0,1.0,1,90.0,1,0,,0,0.0,0.0,2.0,-2.0,-2.0,,Matches,
Türkiye,world_cup,Uğurcan Çakır,GK,30-070,1.0,90.0,90.0,100.0,1.0,1,90.0,1,0,,0,0.0,0.0,2.0,-2.0,-2.0,,Matches,
Türkiye,world_cup,Hakan Çalhanoğlu,MF,32-126,1.0,90.0,90.0,100.0,1.0,1,90.0,1,0,,0,0.0,0.0,2.0,-2.0,-2.0,,Matches,
Türkiye,world_cup,Merih Demiral,DF,28-101,1.0,90.0,90.0,100.0,1.0,1,90.0,1,0,,0,0.0,0.0,2.0,-2.0,-2.0,,Matches,
Türkiye,world_cup,Arda Güler,MF,21-109,1.0,90.0,90.0,100.0,1.0,1,90.0,1,0,,0,0.0,0.0,2.0,-2.0,-2.0,,Matches,
Türkiye,world_cup,Ferdi Kadioglu,DF,26-250,1.0,90.0,90.0,100.0,1.0,1,90.0,1,0,,0,0.0,0.0,2.0,-2.0,-2.0,,Matches,
Türkiye,world_cup,Kerem Aktürkoğlu,FW,27-236,1.0,84.0,84.0,93.3,0.9,1,84.0,0,0,,0,0.0,0.0,2.0,-2.0,-2.14,-2.14,Matches,
Türkiye,world_cup,Zeki Çelik,DF,29-117,1.0,80.0,80.0,88.9,0.9,1,80.0,0,0,,0,0.0,0.0,2.0,-2.0,-2.25,-2.25,Matches,
Türkiye,world_cup,İsmail Yüksek,MF,27-139,1.0,80.0,80.0,88.9,0.9,1,80.0,0,0,,0,0.0,0.0,2.0,-2.0,-2.25,-2.25,Matches,
Türkiye,world_cup,Orkun Kökçü,MF,25-167,1.0,61.0,61.0,67.8,0.7,1,61.0,0,0,,0,0.0,0.0,1.0,-1.0,-1.48,1.63,Matches,
Türkiye,world_cup,Barış Alper Yılmaz,MF,26-022,1.0,45.0,45.0,50.0,0.5,1,45.0,0,0,,0,0.0,0.0,1.0,-1.0,-2.0,0.0,Matches,
Türkiye,world_cup,Kenan Yıldız,"FW,MF",21-041,1.0,45.0,45.0,50.0,0.5,0,,0,1,45.0,0,0.0,0.0,1.0,-1.0,-2.0,0.0,Matches,
Türkiye,world_cup,Yunus Akgün,MF,25-342,1.0,29.0,29.0,32.2,0.3,0,,0,1,29.0,0,0.0,0.0,1.0,-1.0,-3.1,-1.63,Matches,
Türkiye,world_cup,Mert Müldür,DF,27-072,1.0,10.0,10.0,11.1,0.1,0,,0,1,10.0,0,0.0,0.0,0.0,0.0,0.0,2.25,Matches,
Türkiye,world_cup,Salih Özcan,MF,28-154,1.0,10.0,10.0,11.1,0.1,0,,0,1,10.0,0,0.0,0.0,0.0,0.0,0.0,2.25,Matches,
Türkiye,world_cup,Deniz Gül,FW,21-347,1.0,6.0,6.0,6.7,0.1,0,,0,1,6.0,0,0.0,0.0,0.0,0.0,0.0,2.14,Matches,
Türkiye,world_cup,Samet Akaydın,DF,32-093,0.0,,,,,0,,0,0,,1,,,,,,,Matches,
Türkiye,world_cup,Oğuz Aydın,MF,25-230,0.0,,,,,0,,0,0,,1,,,,,,,Matches,
Türkiye,world_cup,Kaan Ayhan,"DF,MF",31-216,0.0,,,,,0,,0,0,,1,,,,,,,Matches,
Türkiye,world_cup,Altay Bayındır,GK,28-061,0.0,,,,,0,,0,0,,1,,,,,,,Matches,
Türkiye,world_cup,İrfan Can Kahveci,MF,30-334,0.0,,,,,0,,0,0,,1,,,,,,,Matches,
Türkiye,world_cup,Eren Elmalı,DF,25-342,0.0,,,,,0,,0,0,,1,,,,,,,Matches,
Türkiye,world_cup,Mert Günok,GK,37-105,0.0,,,,,0,,0,0,,1,,,,,,,Matches,
Türkiye,world_cup,Ozan Kabak,DF,26-081,0.0,,,,,0,,0,0,,1,,,,,,,Matches,
Türkiye,world_cup,Çağlar Söyüncü,DF,30-022,0.0,,,,,0,,0,0,,1,,,,,,,Matches,
Türkiye,world_cup,Can Uzun,MF,20-215,0.0,,,,,0,,0,0,,1,,,,,,,Matches,
Türkiye,world_cup,Squad Total,,27.6,1.0,90.0,90.0,100.0,1.0,11,81.0,6,5,20.0,10,0.0,0.0,2.0,-2.0,-2.0,,,
Türkiye,world_cup,Opponent Total,,25.1,1.0,90.0,90.0,100.0,1.0,11,81.0,6,5,16.0,10,3.0,2.0,0.0,2.0,2.0,,,
United States,world_cup,Tyler Adams,MF,27-120,,90.0,90.0,100.0,1.0,1,90.0,1,0,,0,3.0,4.0,1.0,3.0,3.0,,Matches,1.0
United States,world_cup,Alex Freeman,DF,21-309,,90.0,90.0,100.0,1.0,1,90.0,1,0,,0,3.0,4.0,1.0,3.0,3.0,,Matches,1.0
United States,world_cup,Matt Freese,GK,27-285,,90.0,90.0,100.0,1.0,1,90.0,1,0,,0,3.0,4.0,1.0,3.0,3.0,,Matches,1.0
United States,world_cup,Weston McKennie,MF,27-290,,90.0,90.0,100.0,1.0,1,90.0,1,0,,0,3.0,4.0,1.0,3.0,3.0,,Matches,1.0
United States,world_cup,Tim Ream,DF,38-252,,90.0,90.0,100.0,1.0,1,90.0,1,0,,0,3.0,4.0,1.0,3.0,3.0,,Matches,1.0
United States,world_cup,Chris Richards,DF,26-078,,90.0,90.0,100.0,1.0,1,90.0,1,0,,0,3.0,4.0,1.0,3.0,3.0,,Matches,1.0
United States,world_cup,Antonee Robinson,DF,28-310,,90.0,90.0,100.0,1.0,1,90.0,1,0,,0,3.0,4.0,1.0,3.0,3.0,,Matches,1.0
United States,world_cup,Malik Tillman,MF,24-017,,81.0,81.0,90.0,0.9,1,81.0,0,0,,0,3.0,3.0,1.0,2.0,2.22,-7.78,Matches,1.0
United States,world_cup,Folarin Balogun,FW,24-346,,71.0,71.0,78.9,0.8,1,71.0,0,0,,0,3.0,3.0,0.0,3.0,3.8,3.8,Matches,1.0
United States,world_cup,Sergiño Dest,MF,25-223,,71.0,71.0,78.9,0.8,1,71.0,0,0,,0,3.0,3.0,0.0,3.0,3.8,3.8,Matches,1.0
United States,world_cup,Christian Pulisic,MF,27-269,,45.0,45.0,50.0,0.5,1,45.0,0,0,,0,3.0,3.0,0.0,3.0,6.0,6.0,Matches,1.0
United States,world_cup,Sebastian Berhalter,MF,25-035,,45.0,45.0,50.0,0.5,0,,0,1,45.0,0,3.0,1.0,1.0,0.0,0.0,-6.0,Matches,1.0
United States,world_cup,Ricardo Pepi,FW,23-156,,19.0,19.0,21.1,0.2,0,,0,1,19.0,0,3.0,1.0,1.0,0.0,0.0,-3.8,Matches,1.0
United States,world_cup,Timothy Weah,"DF,FW",26-112,,19.0,19.0,21.1,0.2,0,,0,1,19.0,0,3.0,1.0,1.0,0.0,0.0,-3.8,Matches,1.0
United States,world_cup,Gio Reyna,MF,23-213,,9.0,9.0,10.0,0.1,0,,0,1,9.0,0,3.0,1.0,0.0,1.0,10.0,7.78,Matches,1.0
United States,world_cup,Brenden Aaronson,"FW,MF",25-235,,,,,,0,,0,0,,1,,,,,,,Matches,0.0
United States,world_cup,Max Arfsten,MF,25-056,,,,,,0,,0,0,,1,,,,,,,Matches,0.0
United States,world_cup,Chris Brady,GK,22-103,,,,,,0,,0,0,,1,,,,,,,Matches,0.0
United States,world_cup,Mark McKenzie,DF,27-109,,,,,,0,,0,0,,1,,,,,,,Matches,0.0
United States,world_cup,Miles Robinson,DF,29-092,,,,,,0,,0,0,,1,,,,,,,Matches,0.0
United States,world_cup,Cristian Roldan,MF,31-011,,,,,,0,,0,0,,1,,,,,,,Matches,0.0
United States,world_cup,Joe Scally,"DF,MF",23-165,,,,,,0,,0,0,,1,,,,,,,Matches,0.0
United States,world_cup,Auston Trusty,DF,27-306,,,,,,0,,0,0,,1,,,,,,,Matches,0.0
United States,world_cup,Matt Turner,GK,31-355,,,,,,0,,0,0,,1,,,,,,,Matches,0.0
United States,world_cup,Haji Wright,"FW,MF",28-079,,,,,,0,,0,0,,1,,,,,,,Matches,0.0
United States,world_cup,Alejandro Zendejas,"FW,MF",28-127,,,,,,0,,0,0,,1,,,,,,,Matches,0.0
United States,world_cup,Squad Total,,27.2,,90.0,90.0,100.0,1.0,11,82.0,7,4,23.0,11,3.0,4.0,1.0,3.0,3.0,,,1.0
United States,world_cup,Opponent Total,,28.4,,90.0,90.0,100.0,1.0,11,82.0,6,5,22.0,10,0.0,1.0,4.0,-3.0,-3.0,,,1.0
