Country,Category,Player,Pos,Age,Playing Time_MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_GA,Performance_GA90,Performance_SoTA,Performance_Saves,Performance_Save%,Performance_W,Performance_D,Performance_L,Performance_CS,Performance_CS%,Penalty Kicks_PKatt,Penalty Kicks_PKA,Penalty Kicks_PKsv,Penalty Kicks_PKm,Penalty Kicks_Save%,Matches
Algeria,all_competitions,Alexis Guendouz,GK,30.0,5.0,5.0,450,5.0,3.0,0.6,,,,4.0,1.0,0.0,2,40.0,0,0,0,0,,Matches
Algeria,all_competitions,Anthony Mandrea,GK,29.0,4.0,4.0,360,4.0,4.0,1.0,,,,3.0,0.0,1.0,1,25.0,0,0,0,0,,Matches
Algeria,all_competitions,Luca Zidane,GK,27.0,1.0,1.0,90,1.0,1.0,1.0,,,,1.0,0.0,0.0,0,0.0,0,0,0,0,,Matches
Algeria,all_competitions,Squad Total,,28.6,10.0,10.0,900,10.0,8.0,0.8,,,,8.0,1.0,1.0,3,30.0,0,0,0,0,,
Algeria,all_competitions,Opponent Total,,28.6,10.0,10.0,900,10.0,25.0,2.5,,,,1.0,1.0,8.0,1,10.0,2,2,0,0,0.0,
Algeria,all_competitions,Luca Zidane,GK,28-032,2.0,2.0,180,2.0,0.0,0.0,,,,1.0,1.0,0.0,2,100.0,0,0,0,0,,Matches
Algeria,all_competitions,Melvin Mastil,GK,26-115,2.0,1.0,135,1.5,0.0,0.0,,,,1.0,0.0,0.0,2,200.0,0,0,0,0,,Matches
Algeria,all_competitions,Oussama Benbot,GK,31-246,1.0,1.0,45,0.5,0.0,0.0,,,,1.0,0.0,0.0,1,100.0,0,0,0,0,,Matches
Algeria,all_competitions,Squad Total,,27.0,4.0,4.0,360,4.0,0.0,0.0,,,,3.0,1.0,0.0,4,100.0,0,0,0,0,,
Algeria,all_competitions,Opponent Total,,26.6,4.0,4.0,360,4.0,12.0,3.0,,,,0.0,1.0,3.0,1,25.0,1,1,0,0,0.0,
Algeria,all_competitions,Alexis Guendouz,GK,30-139,5.0,5.0,450,5.0,3.0,0.6,,,,4.0,1.0,0.0,2,40.0,0,0,0,0,,Matches
Algeria,all_competitions,Anthony Mandrea,GK,29-171,4.0,4.0,360,4.0,4.0,1.0,,,,3.0,0.0,1.0,1,25.0,0,0,0,0,,Matches
Algeria,all_competitions,Luca Zidane,GK,28-032,3.0,3.0,270,3.0,1.0,0.33,,,,2.0,1.0,0.0,2,66.7,0,0,0,0,,Matches
Algeria,all_competitions,Melvin Mastil,GK,26-115,2.0,1.0,135,1.5,0.0,0.0,,,,1.0,0.0,0.0,2,200.0,0,0,0,0,,Matches
Algeria,all_competitions,Oussama Benbot,GK,31-246,1.0,1.0,45,0.5,0.0,0.0,,,,1.0,0.0,0.0,1,100.0,0,0,0,0,,Matches
Argentina,all_competitions,Emiliano Martínez,GK,33-285,2.0,2.0,163,1.8,1.0,0.55,,,,2.0,0.0,0.0,1,50.0,0,0,0,0,,Matches
Argentina,all_competitions,Juan Musso,GK,32-039,2.0,1.0,97,1.1,0.0,0.0,,,,1.0,0.0,0.0,2,200.0,0,0,0,0,,Matches
Argentina,all_competitions,Gerónimo Rulli,GK,34-025,1.0,1.0,90,1.0,0.0,0.0,,,,1.0,0.0,0.0,1,100.0,0,0,0,0,,Matches
Argentina,all_competitions,Santiago Beltrán,GK,21-253,1.0,0.0,10,0.1,0.0,0.0,,,,0.0,0.0,0.0,1,,0,0,0,0,,Matches
Argentina,all_competitions,Squad Total,,28.6,4.0,4.0,360,4.0,1.0,0.25,,,,4.0,0.0,0.0,3,75.0,0,0,0,0,,
Argentina,all_competitions,Opponent Total,,26.4,4.0,4.0,360,4.0,12.0,3.0,,,,0.0,0.0,4.0,0,0.0,3,3,0,0,0.0,
Argentina,all_competitions,Emiliano Martínez,GK,33.0,16.0,16.0,"1,440",16.0,9.0,0.56,31.0,24.0,77.4,11.0,1.0,4.0,10,62.5,2,2,0,0,0.0,Matches
Argentina,all_competitions,Gerónimo Rulli,GK,33.0,2.0,2.0,180,2.0,1.0,0.5,7.0,6.0,85.7,1.0,1.0,0.0,1,50.0,0,0,0,0,,Matches
Argentina,all_competitions,Squad Total,,30.2,18.0,18.0,"1,620",18.0,10.0,0.56,38.0,30.0,78.9,12.0,2.0,4.0,11,61.1,2,2,0,0,0.0,
Argentina,all_competitions,Opponent Total,,29.3,18.0,18.0,"1,620",18.0,31.0,1.72,80.0,49.0,61.3,4.0,2.0,12.0,2,11.1,0,0,0,0,,
Argentina,all_competitions,Emiliano Martínez,GK,33-285,18.0,18.0,"1,603",17.8,10.0,0.56,31.0,24.0,77.4,13.0,1.0,4.0,11,61.1,2,2,0,0,0.0,Matches
Argentina,all_competitions,Gerónimo Rulli,GK,34-025,3.0,3.0,270,3.0,1.0,0.33,7.0,6.0,85.7,2.0,1.0,0.0,2,66.7,0,0,0,0,,Matches
Argentina,all_competitions,Juan Musso,GK,32-039,2.0,1.0,97,1.1,0.0,0.0,,,,1.0,0.0,0.0,2,200.0,0,0,0,0,,Matches
Argentina,all_competitions,Santiago Beltrán,GK,21-253,1.0,0.0,10,0.1,0.0,0.0,,,,0.0,0.0,0.0,1,,0,0,0,0,,Matches
Australia,all_competitions,Patrick Beach,GK,22-312,1.0,1.0,90,1.0,0.0,0.0,8.0,8.0,100.0,1.0,0.0,0.0,1,100.0,0,0,0,0,,Matches
Australia,all_competitions,Squad Total,,25.1,1.0,1.0,90,1.0,0.0,0.0,8.0,8.0,100.0,1.0,0.0,0.0,1,100.0,0,0,0,0,,
Australia,all_competitions,Opponent Total,,27.6,1.0,1.0,90,1.0,2.0,2.0,4.0,2.0,50.0,0.0,0.0,1.0,0,0.0,0,0,0,0,,
Australia,all_competitions,Patrick Beach,GK,22-312,1.0,1.0,90,1.0,1.0,1.0,,,,0.0,1.0,0.0,0,0.0,0,0,0,0,,Matches
Australia,all_competitions,Mathew Ryan,GK,34-067,1.0,1.0,90,1.0,1.0,1.0,,,,0.0,0.0,1.0,0,0.0,0,0,0,0,,Matches
Australia,all_competitions,Squad Total,,26.4,2.0,2.0,180,2.0,2.0,1.0,,,,0.0,1.0,1.0,0,0.0,0,0,0,0,,
Australia,all_competitions,Opponent Total,,28.7,2.0,2.0,180,2.0,1.0,0.5,,,,1.0,1.0,0.0,1,50.0,0,0,0,0,,
Australia,all_competitions,Mathew Ryan,GK,33.0,11.0,11.0,990,11.0,5.0,0.45,17.0,13.0,70.6,8.0,2.0,1.0,7,63.6,2,0,1,1,100.0,Matches
Australia,all_competitions,Joe Gauci,GK,25.0,5.0,5.0,450,5.0,2.0,0.4,6.0,4.0,66.7,3.0,2.0,0.0,3,60.0,0,0,0,0,,Matches
Australia,all_competitions,Squad Total,,29.5,16.0,16.0,"1,440",16.0,7.0,0.44,23.0,17.0,69.6,11.0,4.0,1.0,10,62.5,2,0,1,1,100.0,
Australia,all_competitions,Opponent Total,,28.6,16.0,16.0,"1,440",16.0,38.0,2.37,33.0,18.0,-6.1,1.0,4.0,11.0,3,18.8,4,3,1,0,25.0,
Australia,all_competitions,Mathew Ryan,GK,34-067,12.0,12.0,"1,080",12.0,6.0,0.5,17.0,13.0,70.6,8.0,2.0,2.0,7,58.3,2,0,1,1,100.0,Matches
Australia,all_competitions,Joe Gauci,GK,25-345,5.0,5.0,450,5.0,2.0,0.4,6.0,4.0,66.7,3.0,2.0,0.0,3,60.0,0,0,0,0,,Matches
Australia,all_competitions,Patrick Beach,GK,22-312,2.0,2.0,180,2.0,1.0,0.5,8.0,8.0,100.0,1.0,1.0,0.0,1,50.0,0,0,0,0,,Matches
Austria,all_competitions,Alexander Schlager,GK,30-133,2.0,2.0,135,1.5,0.0,0.0,,,,2.0,0.0,0.0,1,50.0,0,0,0,0,,Matches
Austria,all_competitions,Patrick Pentz,GK,29-163,1.0,1.0,90,1.0,0.0,0.0,,,,1.0,0.0,0.0,1,100.0,0,0,0,0,,Matches
Austria,all_competitions,Florian Wiegele,GK,25-085,1.0,0.0,45,0.5,1.0,2.0,,,,0.0,0.0,0.0,0,,0,0,0,0,,Matches
Austria,all_competitions,Squad Total,,28.8,3.0,3.0,270,3.0,1.0,0.33,,,,3.0,0.0,0.0,2,66.7,0,0,0,0,,
Austria,all_competitions,Opponent Total,,27.6,3.0,3.0,270,3.0,7.0,2.33,,,,0.0,0.0,3.0,0,0.0,1,1,0,0,0.0,
Austria,all_competitions,Alexander Schlager,GK,29.0,5.0,5.0,450,5.0,3.0,0.6,10.0,7.0,70.0,3.0,1.0,1.0,2,40.0,0,0,0,0,,Matches
Austria,all_competitions,Patrick Pentz,GK,29.0,3.0,3.0,225,2.5,1.0,0.4,5.0,4.0,80.0,3.0,0.0,0.0,2,66.7,0,0,0,0,,Matches
Austria,all_competitions,Tobias Lawal,GK,25.0,1.0,0.0,45,0.5,0.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,1,,0,0,0,0,,Matches
Austria,all_competitions,Squad Total,,29.1,8.0,8.0,720,8.0,4.0,0.5,16.0,12.0,75.0,6.0,1.0,1.0,4,50.0,0,0,0,0,,
Austria,all_competitions,Opponent Total,,27.2,8.0,8.0,720,8.0,22.0,2.75,50.0,30.0,60.0,1.0,1.0,6.0,1,12.5,3,2,0,1,0.0,
Austria,all_competitions,Alexander Schlager,GK,30-133,7.0,7.0,585,6.5,3.0,0.46,10.0,7.0,70.0,5.0,1.0,1.0,3,42.9,0,0,0,0,,Matches
Austria,all_competitions,Patrick Pentz,GK,29-163,4.0,4.0,315,3.5,1.0,0.29,5.0,4.0,80.0,4.0,0.0,0.0,3,75.0,0,0,0,0,,Matches
Austria,all_competitions,Florian Wiegele,GK,25-085,1.0,0.0,45,0.5,1.0,2.0,,,,0.0,0.0,0.0,0,,0,0,0,0,,Matches
Austria,all_competitions,Tobias Lawal,GK,26-007,1.0,0.0,45,0.5,0.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,1,,0,0,0,0,,Matches
Belgium,all_competitions,Thibaut Courtois,GK,34-034,2.0,2.0,180,2.0,0.0,0.0,,,,2.0,0.0,0.0,2,100.0,0,0,0,0,,Matches
Belgium,all_competitions,Senne Lammens,GK,23-342,1.0,1.0,90,1.0,2.0,2.0,,,,1.0,0.0,0.0,0,0.0,0,0,0,0,,Matches
Belgium,all_competitions,Matz Sels,GK,34-108,1.0,1.0,90,1.0,1.0,1.0,,,,0.0,1.0,0.0,0,0.0,0,0,0,0,,Matches
Belgium,all_competitions,Squad Total,,28.1,4.0,4.0,360,4.0,3.0,0.75,,,,3.0,1.0,0.0,2,50.0,0,0,0,0,,
Belgium,all_competitions,Opponent Total,,27.6,4.0,4.0,360,4.0,13.0,3.25,,,,0.0,1.0,3.0,0,0.0,1,1,0,0,0.0,
Belgium,all_competitions,Thibaut Courtois,GK,33.0,4.0,4.0,360,4.0,2.0,0.5,5.0,3.0,60.0,3.0,1.0,0.0,3,75.0,0,0,0,0,,Matches
Belgium,all_competitions,Matz Sels,GK,33.0,3.0,3.0,270,3.0,5.0,1.67,12.0,8.0,66.7,1.0,2.0,0.0,0,0.0,1,1,0,0,0.0,Matches
Belgium,all_competitions,Senne Lammens,GK,23.0,1.0,1.0,90,1.0,0.0,0.0,1.0,1.0,100.0,1.0,0.0,0.0,1,100.0,0,0,0,0,,Matches
Belgium,all_competitions,Squad Total,,27.9,8.0,8.0,720,8.0,7.0,0.87,18.0,12.0,66.7,5.0,3.0,0.0,4,50.0,1,1,0,0,0.0,
Belgium,all_competitions,Opponent Total,,28.1,8.0,8.0,720,8.0,29.0,3.62,59.0,34.0,57.6,0.0,3.0,5.0,1,12.5,4,4,0,0,0.0,
Belgium,all_competitions,Thibaut Courtois,GK,34-034,6.0,6.0,540,6.0,2.0,0.33,5.0,3.0,60.0,5.0,1.0,0.0,5,83.3,0,0,0,0,,Matches
Belgium,all_competitions,Matz Sels,GK,34-108,4.0,4.0,360,4.0,6.0,1.5,12.0,8.0,66.7,1.0,3.0,0.0,0,0.0,1,1,0,0,0.0,Matches
Belgium,all_competitions,Senne Lammens,GK,23-342,2.0,2.0,180,2.0,2.0,1.0,1.0,1.0,100.0,2.0,0.0,0.0,1,50.0,0,0,0,0,,Matches
Bosnia-Herzegovina,all_competitions,Nikola Vasilj,GK,30-194,1.0,1.0,90,1.0,1.0,1.0,2.0,1.0,50.0,0.0,1.0,0.0,0,0.0,0,0,0,0,,Matches
Bosnia-Herzegovina,all_competitions,Squad Total,,26.2,1.0,1.0,90,1.0,1.0,1.0,2.0,1.0,50.0,0.0,1.0,0.0,0,0.0,0,0,0,0,,
Bosnia-Herzegovina,all_competitions,Opponent Total,,27.3,1.0,1.0,90,1.0,1.0,1.0,3.0,2.0,66.7,0.0,1.0,0.0,0,0.0,0,0,0,0,,
Bosnia-Herzegovina,all_competitions,Nikola Vasilj,GK,30-194,1.0,1.0,90,1.0,1.0,1.0,,,,0.0,1.0,0.0,0,0.0,0,0,0,0,,Matches
Bosnia-Herzegovina,all_competitions,Martin Zlomislić,GK,27-302,1.0,1.0,90,1.0,0.0,0.0,,,,0.0,1.0,0.0,1,100.0,0,0,0,0,,Matches
Bosnia-Herzegovina,all_competitions,Squad Total,,25.3,2.0,2.0,180,2.0,1.0,0.5,,,,0.0,2.0,0.0,1,50.0,0,0,0,0,,
Bosnia-Herzegovina,all_competitions,Opponent Total,,28.8,2.0,2.0,180,2.0,1.0,0.5,,,,0.0,2.0,0.0,1,50.0,0,0,0,0,,
Bosnia-Herzegovina,all_competitions,Nikola Vasilj,GK,30.0,10.0,10.0,960,10.7,9.0,0.84,27.0,19.0,70.4,5.0,4.0,1.0,3,30.0,1,1,0,0,0.0,Matches
Bosnia-Herzegovina,all_competitions,Squad Total,,26.9,10.0,10.0,960,10.7,9.0,0.84,27.0,19.0,70.4,7.0,2.0,1.0,3,30.0,1,1,0,0,0.0,
Bosnia-Herzegovina,all_competitions,Opponent Total,,27.5,10.0,10.0,960,10.7,19.0,1.78,52.0,33.0,63.5,1.0,2.0,7.0,0,0.0,0,0,0,0,,
Bosnia-Herzegovina,all_competitions,Nikola Vasilj,GK,30-194,12.0,12.0,"1,140",12.7,11.0,0.87,29.0,20.0,69.0,5.0,6.0,1.0,3,25.0,1,1,0,0,0.0,Matches
Bosnia-Herzegovina,all_competitions,Martin Zlomislić,GK,27-302,1.0,1.0,90,1.0,0.0,0.0,,,,0.0,1.0,0.0,1,100.0,0,0,0,0,,Matches
Brazil,all_competitions,Alisson,GK,33-255,1.0,1.0,90,1.0,1.0,1.0,3.0,2.0,66.7,0.0,1.0,0.0,0,0.0,0,0,0,0,,Matches
Brazil,all_competitions,Squad Total,,29.8,1.0,1.0,90,1.0,1.0,1.0,3.0,2.0,66.7,0.0,1.0,0.0,0,0.0,0,0,0,0,,
Brazil,all_competitions,Opponent Total,,25.8,1.0,1.0,90,1.0,1.0,1.0,5.0,4.0,80.0,0.0,1.0,0.0,0,0.0,0,0,0,0,,
Brazil,all_competitions,Alisson,GK,33-255,2.0,2.0,90,1.0,2.0,2.0,,,,2.0,0.0,0.0,0,0.0,0,0,0,0,,Matches
Brazil,all_competitions,Ederson,GK,32-301,2.0,1.0,135,1.5,3.0,2.0,,,,0.0,0.0,1.0,0,0.0,0,0,0,0,,Matches
Brazil,all_competitions,Bento,GK,27-004,1.0,1.0,90,1.0,1.0,1.0,,,,1.0,0.0,0.0,0,0.0,0,0,0,0,,Matches
Brazil,all_competitions,Wéverton,GK,38-183,1.0,0.0,45,0.5,0.0,0.0,,,,0.0,0.0,0.0,0,,0,0,0,0,,Matches
Brazil,all_competitions,Squad Total,,28.7,4.0,4.0,360,4.0,6.0,1.5,,,,3.0,0.0,1.0,0,0.0,0,0,0,0,,
Brazil,all_competitions,Opponent Total,,28.7,4.0,4.0,360,4.0,12.0,3.0,,,,1.0,0.0,3.0,0,0.0,2,2,0,0,0.0,
Brazil,all_competitions,Alisson,GK,33.0,9.0,9.0,797,8.9,6.0,0.68,31.0,26.0,83.9,4.0,1.0,4.0,4,44.4,1,1,0,0,0.0,Matches
Brazil,all_competitions,Ederson,GK,32.0,8.0,8.0,720,8.0,7.0,0.87,16.0,9.0,56.3,4.0,3.0,1.0,2,25.0,0,0,0,0,,Matches
Brazil,all_competitions,Bento,GK,26.0,2.0,1.0,103,1.1,4.0,3.5,7.0,3.0,42.9,0.0,0.0,1.0,0,0.0,0,0,0,0,,Matches
Brazil,all_competitions,Squad Total,,28.3,18.0,18.0,"1,620",18.0,17.0,0.94,54.0,38.0,70.4,8.0,4.0,6.0,6,33.3,1,1,0,0,0.0,
Brazil,all_competitions,Opponent Total,,29.2,18.0,18.0,"1,620",18.0,24.0,1.33,64.0,45.0,67.2,6.0,4.0,8.0,5,27.8,5,3,2,0,40.0,
Brazil,all_competitions,Alisson,GK,33-255,12.0,12.0,977,10.9,9.0,0.83,34.0,28.0,82.4,6.0,2.0,4.0,4,33.3,1,1,0,0,0.0,Matches
Brazil,all_competitions,Ederson,GK,32-301,10.0,9.0,855,9.5,10.0,1.05,16.0,9.0,56.3,4.0,3.0,2.0,2,22.2,0,0,0,0,,Matches
Brazil,all_competitions,Bento,GK,27-004,3.0,2.0,193,2.1,5.0,2.33,7.0,3.0,42.9,1.0,0.0,1.0,0,0.0,0,0,0,0,,Matches
Brazil,all_competitions,Wéverton,GK,38-183,1.0,0.0,45,0.5,0.0,0.0,,,,0.0,0.0,0.0,0,,0,0,0,0,,Matches
Canada,all_competitions,Maxime Crépeau,GK,32-034,1.0,1.0,90,1.0,1.0,1.0,3.0,2.0,66.7,0.0,1.0,0.0,0,0.0,0,0,0,0,,Matches
Canada,all_competitions,Squad Total,,27.3,1.0,1.0,90,1.0,1.0,1.0,3.0,2.0,66.7,0.0,1.0,0.0,0,0.0,0,0,0,0,,
Canada,all_competitions,Opponent Total,,26.2,1.0,1.0,90,1.0,1.0,1.0,2.0,1.0,50.0,0.0,1.0,0.0,0,0.0,0,0,0,0,,
Canada,all_competitions,Maxime Crépeau,GK,32-034,3.0,3.0,225,2.5,1.0,0.4,,,,1.0,2.0,0.0,2,66.7,1,0,1,0,100.0,Matches
Canada,all_competitions,Dayne St. Clair,GK,29-036,2.0,1.0,135,1.5,2.0,1.33,,,,0.0,1.0,0.0,1,100.0,0,0,0,0,,Matches
Canada,all_competitions,Squad Total,,27.1,4.0,4.0,360,4.0,3.0,0.75,,,,1.0,3.0,0.0,2,50.0,1,0,1,0,100.0,
Canada,all_competitions,Opponent Total,,26.8,4.0,4.0,360,4.0,5.0,1.25,,,,0.0,3.0,1.0,1,25.0,2,2,0,0,0.0,
Canada,all_competitions,Maxime Crépeau,GK,32-034,4.0,4.0,315,3.5,2.0,0.57,3.0,2.0,66.7,1.0,3.0,0.0,2,50.0,1,0,1,0,100.0,Matches
Canada,all_competitions,Dayne St. Clair,GK,29-036,2.0,1.0,135,1.5,2.0,1.33,,,,0.0,1.0,0.0,1,100.0,0,0,0,0,,Matches
Cape Verde,all_competitions,Vozinha,GK,39.0,10.0,10.0,900,10.0,8.0,0.8,,,,7.0,2.0,1.0,7,70.0,1,1,0,0,0.0,Matches
Cape Verde,all_competitions,Squad Total,,30.7,10.0,10.0,900,10.0,8.0,0.8,,,,7.0,2.0,1.0,7,70.0,1,1,0,0,0.0,
Cape Verde,all_competitions,Opponent Total,,28.4,10.0,10.0,900,10.0,16.0,1.6,,,,1.0,2.0,7.0,1,10.0,1,0,1,0,100.0,
Cape Verde,all_competitions,Vozinha,GK,40-011,2.0,1.0,90,1.0,0.0,0.0,,,,1.0,0.0,0.0,2,200.0,0,0,0,0,,Matches
Cape Verde,all_competitions,Márcio Rosa,GK,29-111,1.0,1.0,45,0.5,0.0,0.0,,,,1.0,0.0,0.0,1,100.0,0,0,0,0,,Matches
Cape Verde,all_competitions,C.J. dos Santos,GK,25-294,1.0,0.0,44,0.5,0.0,0.0,,,,0.0,0.0,0.0,1,,0,0,0,0,,Matches
Cape Verde,all_competitions,Squad Total,,29.6,2.0,2.0,179,2.0,0.0,0.0,,,,2.0,0.0,0.0,2,100.0,0,0,0,0,,
Cape Verde,all_competitions,Opponent Total,,23.7,2.0,2.0,179,2.0,6.0,3.02,,,,0.0,0.0,2.0,0,0.0,0,0,0,0,,
Cape Verde,all_competitions,Vozinha,GK,40-011,12.0,11.0,990,11.0,8.0,0.73,,,,8.0,2.0,1.0,9,81.8,1,1,0,0,0.0,Matches
Cape Verde,all_competitions,Márcio Rosa,GK,29-111,1.0,1.0,45,0.5,0.0,0.0,,,,1.0,0.0,0.0,1,100.0,0,0,0,0,,Matches
Cape Verde,all_competitions,C.J. dos Santos,GK,25-294,1.0,0.0,44,0.5,0.0,0.0,,,,0.0,0.0,0.0,1,,0,0,0,0,,Matches
Colombia,all_competitions,Camilo Vargas,GK,37-097,3.0,3.0,208,2.3,3.0,1.3,,,,2.0,0.0,1.0,1,33.3,0,0,0,0,,Matches
Colombia,all_competitions,Álvaro David Montero,GK,31-077,2.0,1.0,123,1.4,3.0,2.2,,,,0.0,0.0,1.0,1,100.0,0,0,0,0,,Matches
Colombia,all_competitions,David Ospina,GK,37-287,1.0,0.0,17,0.2,0.0,0.0,,,,0.0,0.0,0.0,0,,0,0,0,0,,Matches
Colombia,all_competitions,Squad Total,,30.0,4.0,4.0,348,3.9,6.0,1.55,,,,2.0,0.0,2.0,1,25.0,0,0,0,0,,
Colombia,all_competitions,Opponent Total,,27.4,4.0,4.0,348,3.9,7.0,1.81,,,,2.0,0.0,2.0,0,0.0,0,0,0,0,,
Colombia,all_competitions,Camilo Vargas,GK,36.0,14.0,14.0,"1,256",14.0,13.0,0.93,51.0,39.0,76.5,6.0,4.0,4.0,5,35.7,1,1,0,0,0.0,Matches
Colombia,all_competitions,Kevin Mier,GK,25.0,3.0,3.0,270,3.0,4.0,1.33,12.0,8.0,66.7,1.0,2.0,0.0,1,33.3,0,0,0,0,,Matches
Colombia,all_competitions,Álvaro David Montero,GK,30.0,2.0,1.0,91,1.0,1.0,0.99,3.0,3.0,100.0,0.0,1.0,0.0,1,100.0,1,1,0,0,0.0,Matches
Colombia,all_competitions,Squad Total,,30.2,18.0,18.0,"1,617",18.0,18.0,1.0,66.0,50.0,75.8,7.0,7.0,4.0,7,38.9,2,2,0,0,0.0,
Colombia,all_competitions,Opponent Total,,29.1,18.0,18.0,"1,620",18.0,28.0,1.56,91.0,66.0,71.4,4.0,7.0,7.0,5,27.8,3,2,1,0,33.3,
Colombia,all_competitions,Camilo Vargas,GK,37-097,17.0,17.0,"1,464",16.3,16.0,0.98,51.0,39.0,76.5,8.0,4.0,5.0,6,35.3,1,1,0,0,0.0,Matches
Colombia,all_competitions,Kevin Mier,GK,26-027,3.0,3.0,270,3.0,4.0,1.33,12.0,8.0,66.7,1.0,2.0,0.0,1,33.3,0,0,0,0,,Matches
Colombia,all_competitions,Álvaro David Montero,GK,31-077,4.0,2.0,214,2.4,4.0,1.68,3.0,3.0,100.0,0.0,1.0,1.0,2,100.0,1,1,0,0,0.0,Matches
Colombia,all_competitions,David Ospina,GK,37-287,1.0,0.0,17,0.2,0.0,0.0,,,,0.0,0.0,0.0,0,,0,0,0,0,,Matches
Congo DR,all_competitions,Lionel Mpasi,GK,31.0,6.0,6.0,569,6.3,2.0,0.32,,,,4.0,1.0,1.0,4,66.7,0,0,0,0,,Matches
Congo DR,all_competitions,Dimitry Bertaud,GK,27.0,6.0,6.0,540,6.0,5.0,0.83,,,,4.0,1.0,1.0,3,50.0,0,0,0,0,,Matches
Congo DR,all_competitions,Timothy Fayulu,GK,26.0,1.0,0.0,1,0.0,0.0,0.0,,,,0.0,0.0,0.0,0,,0,0,0,0,,Matches
Congo DR,all_competitions,Squad Total,,29.4,12.0,12.0,"1,110",12.3,7.0,0.57,,,,9.0,1.0,2.0,7,58.3,0,0,0,0,,
Congo DR,all_competitions,Opponent Total,,28.4,12.0,12.0,"1,110",12.3,17.0,1.38,,,,2.0,1.0,9.0,1,8.3,0,0,0,0,,
Congo DR,all_competitions,Lionel Mpasi,GK,31-317,2.0,2.0,180,2.0,2.0,1.0,,,,0.0,1.0,1.0,1,50.0,0,0,0,0,,Matches
Congo DR,all_competitions,Squad Total,,29.3,3.0,3.0,180,2.0,2.0,1.0,,,,1.0,1.0,1.0,2,66.7,0,0,0,0,,
Congo DR,all_competitions,Opponent Total,,26.5,3.0,3.0,180,2.0,1.0,0.5,,,,1.0,1.0,1.0,1,33.3,0,0,0,0,,
Congo DR,all_competitions,Lionel Mpasi,GK,31.0,1.0,1.0,120,1.3,0.0,0.0,,,,1.0,0.0,0.0,1,100.0,0,0,0,0,,Matches
Congo DR,all_competitions,Squad Total,,29.2,,,120,1.3,0.0,0.0,,,,1.0,0.0,0.0,1,,0,0,0,0,,
Congo DR,all_competitions,Opponent Total,,27.8,,,120,1.3,1.0,0.75,,,,0.0,0.0,1.0,0,,0,0,0,0,,
Congo DR,all_competitions,Lionel Mpasi,GK,31-317,9.0,9.0,869,9.7,4.0,0.41,,,,5.0,2.0,2.0,6,66.7,0,0,0,0,,Matches
Congo DR,all_competitions,Dimitry Bertaud,GK,28-008,6.0,6.0,540,6.0,5.0,0.83,,,,4.0,1.0,1.0,3,50.0,0,0,0,0,,Matches
Congo DR,all_competitions,Timothy Fayulu,GK,26-325,1.0,0.0,1,0.0,0.0,0.0,,,,0.0,0.0,0.0,0,,0,0,0,0,,Matches
Croatia,all_competitions,Dominik Livaković,GK,31-156,4.0,4.0,328,3.6,6.0,1.65,,,,2.0,0.0,2.0,0,0.0,1,1,0,0,0.0,Matches
Croatia,all_competitions,Dominik Kotarski,GK,26-124,1.0,0.0,32,0.4,1.0,2.81,,,,0.0,0.0,0.0,0,,0,0,0,0,,Matches
Croatia,all_competitions,Squad Total,,28.5,4.0,4.0,360,4.0,7.0,1.75,,,,2.0,0.0,2.0,0,0.0,1,1,0,0,0.0,
Croatia,all_competitions,Opponent Total,,28.4,4.0,4.0,360,4.0,5.0,1.25,,,,2.0,0.0,2.0,1,25.0,0,0,0,0,,
Croatia,all_competitions,Dominik Livaković,GK,31.0,7.0,7.0,630,7.0,4.0,0.57,19.0,15.0,78.9,6.0,1.0,0.0,4,57.1,0,0,0,0,,Matches
Croatia,all_competitions,Dominik Kotarski,GK,25.0,1.0,1.0,90,1.0,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,1,100.0,0,0,0,0,,Matches
Croatia,all_competitions,Squad Total,,29.0,8.0,8.0,720,8.0,4.0,0.5,19.0,15.0,78.9,7.0,1.0,0.0,5,62.5,0,0,0,0,,
Croatia,all_competitions,Opponent Total,,27.9,8.0,8.0,720,8.0,26.0,3.25,60.0,38.0,61.7,0.0,1.0,7.0,1,12.5,4,3,1,0,25.0,
Croatia,all_competitions,Dominik Livaković,GK,31-156,11.0,11.0,958,10.6,10.0,0.94,19.0,15.0,78.9,8.0,1.0,2.0,4,36.4,1,1,0,0,0.0,Matches
Croatia,all_competitions,Dominik Kotarski,GK,26-124,2.0,1.0,122,1.4,1.0,0.74,0.0,0.0,,1.0,0.0,0.0,1,100.0,0,0,0,0,,Matches
Curaçao,all_competitions,Eloy Room,GK,37-128,2.0,1.0,135,1.5,4.0,2.67,,,,0.0,0.0,1.0,1,100.0,1,1,0,0,0.0,Matches
Curaçao,all_competitions,Trevor Doornbusch,GK,26-343,1.0,1.0,45,0.5,0.0,0.0,,,,1.0,0.0,0.0,1,100.0,0,0,0,0,,Matches
Curaçao,all_competitions,Squad Total,,28.5,2.0,2.0,180,2.0,4.0,2.0,,,,1.0,0.0,1.0,1,50.0,1,1,0,0,0.0,
Curaçao,all_competitions,Opponent Total,,27.8,2.0,2.0,180,2.0,5.0,2.5,,,,1.0,0.0,1.0,0,0.0,0,0,0,0,,
