Country,Player,Pos,Age,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_GA,Performance_GA90,Performance_SoTA,Performance_Saves,Performance_Save%,Performance_W,Performance_D,Performance_L,Performance_CS,Performance_CS%,Penalty Kicks_PKatt,Penalty Kicks_PKA,Penalty Kicks_PKsv,Penalty Kicks_PKm,Penalty Kicks_Save%
Türkiye,Uğurcan Çakır,GK,30.1916,1.0,90,1.0,1.0,1.0,,,,1.0,0.0,0.0,0,0.0,0,0,0,0,
Türkiye,Altay Bayındır,GK,28.167,1.0,62,0.7,0.0,0.0,,,,1.0,0.0,0.0,1,100.0,0,0,0,0,
Türkiye,Muhammed Şengezer,GK,29.4381,0.0,26,0.3,0.0,0.0,,,,,,,1,,0,0,0,0,
Türkiye,Uğurcan Çakır,GK,29.0,7.0,630,7.0,10.0,1.43,25.0,15.0,60.0,6.0,0.0,1.0,3,42.9,0,0,0,0,
Türkiye,Altay Bayındır,GK,27.0,1.0,90,1.0,2.0,2.0,8.0,6.0,75.0,0.0,1.0,0.0,0,0.0,0,0,0,0,
Türkiye,Uğurcan Çakır,GK,30.1916,9.0,810,9.0,13.0,1.44,29.0,17.0,58.6,7.0,0.0,2.0,3,33.3,0,0,0,0,
Türkiye,Altay Bayındır,GK,28.167,2.0,152,1.7,2.0,1.18,8.0,6.0,75.0,1.0,1.0,0.0,1,50.0,0,0,0,0,
Türkiye,Muhammed Şengezer,GK,29.4381,0.0,26,0.3,0.0,0.0,,,,,,,1,,0,0,0,0,
United States,Matt Freese,GK,27.7803,1.0,90,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0,0,0,0,
United States,Matt Freese,GK,27.7803,2.0,180,2.0,4.0,2.0,,,,0.0,0.0,2.0,0,0.0,0,0,0,0,
United States,Matt Turner,GK,31.9719,2.0,135,1.5,6.0,4.0,,,,1.0,0.0,1.0,0,0.0,1,1,0,0,0.0
United States,Chris Brady,GK,22.282,0.0,45,0.5,1.0,2.0,,,,0.0,0.0,0.0,0,,0,0,0,0,
United States,Matt Freese,GK,27.7803,3.0,270,3.0,5.0,1.67,1.0,0.0,0.0,1.0,0.0,2.0,0,0.0,0,0,0,0,
United States,Matt Turner,GK,31.9719,2.0,135,1.5,6.0,4.0,,,,1.0,0.0,1.0,0,0.0,1,1,0,0,0.0
United States,Chris Brady,GK,22.282,0.0,45,0.5,1.0,2.0,,,,0.0,0.0,0.0,0,,0,0,0,0,
Uruguay,Fernando Muslera,GK,39.9938,1.0,90,1.0,1.0,1.0,,,,0.0,1.0,0.0,0,0.0,0,0,0,0,
Uruguay,Sergio Rochet,GK,33.2272,1.0,90,1.0,0.0,0.0,,,,0.0,1.0,0.0,1,100.0,0,0,0,0,
Uruguay,Sergio Rochet,GK,32.0,14.0,"1,260",14.0,8.0,0.57,45.0,37.0,82.2,6.0,5.0,3.0,8,57.1,1,0,0,1,
Uruguay,Santiago Mele,GK,28.0,4.0,360,4.0,4.0,1.0,12.0,9.0,75.0,1.0,2.0,1.0,2,50.0,1,1,0,0,0.0
Uruguay,Sergio Rochet,GK,33.2272,15.0,"1,350",15.0,8.0,0.53,45.0,37.0,82.2,6.0,6.0,3.0,9,60.0,1,0,0,1,
Uruguay,Santiago Mele,GK,28.7693,4.0,360,4.0,4.0,1.0,12.0,9.0,75.0,1.0,2.0,1.0,2,50.0,1,1,0,0,0.0
Uruguay,Fernando Muslera,GK,39.9938,1.0,90,1.0,1.0,1.0,,,,0.0,1.0,0.0,0,0.0,0,0,0,0,
Uzbekistan,Abduvohid Nematov,GK,25.2355,1.0,90,1.0,2.0,2.0,,,,0.0,0.0,1.0,0,0.0,0,0,0,0,
Uzbekistan,Utkir Yusupov,GK,35.4408,1.0,90,1.0,2.0,2.0,,,,0.0,0.0,1.0,0,0.0,2,2,0,0,0.0
Uzbekistan,Utkir Yusupov,GK,35.0,16.0,"1,440",16.0,11.0,0.69,33.0,28.0,66.7,10.0,5.0,1.0,10,62.5,2,0,2,0,100.0
Uzbekistan,Utkir Yusupov,GK,35.4408,17.0,"1,530",17.0,13.0,0.76,33.0,28.0,66.7,10.0,5.0,2.0,10,58.8,4,2,2,0,50.0
Uzbekistan,Abduvohid Nematov,GK,25.2355,1.0,90,1.0,2.0,2.0,,,,0.0,0.0,1.0,0,0.0,0,0,0,0,
