Country,Player,Pos,Age,90s,Standard_Gls,Standard_Sh,Standard_SoT,Standard_SoT%,Standard_Sh/90,Standard_SoT/90,Standard_G/Sh,Standard_G/SoT,Standard_PK,Standard_PKatt
South Africa,Renaldo Leaner,GK,28.334,0.5,0,,,,,,,,0,0
South Africa,Iqraam Rayners,"FW,MF",30.4846,0.5,0,,,,,,,,0,0
South Africa,Bradley Cross,DF,25.3696,0.3,0,,,,,,,,0,0
South Africa,Nkosinathi Sibisi,DF,30.7255,0.3,0,,,,,,,,0,0
South Africa,Ronwen Williams,GK,34.3943,12.5,0,0.0,0.0,,0.0,0.0,,,0,0
South Africa,Teboho Mokoena,MF,29.386,11.6,0,0.0,0.0,,0.0,0.0,,,0,0
South Africa,Khuliso Mudau,DF,31.1342,10.9,1,0.0,0.0,,0.0,0.0,,,0,0
South Africa,Aubrey Modiba,DF,30.8953,9.7,0,1.0,1.0,100.0,1.18,1.18,0.0,0.0,0,0
South Africa,Oswin Appollis,MF,24.8022,7.4,3,0.0,0.0,,0.0,0.0,,,0,0
South Africa,Lyle Foster,FW,25.7775,7.3,2,1.0,0.0,0.0,1.64,0.0,0.0,,0,1
South Africa,Sphephelo Sithole,MF,27.282,6.8,0,0.0,0.0,,0.0,0.0,,,0,0
South Africa,Nkosinathi Sibisi,DF,30.7255,6.6,0,0.0,0.0,,0.0,0.0,,,0,0
South Africa,Themba Zwane,"FW,MF",36.8624,5.6,1,0.0,0.0,,0.0,0.0,,,0,0
South Africa,Siyabonga Ngezana,DF,28.9144,5.0,0,,,,,,,,0,0
South Africa,Mbekezeli Mbokazi,DF,20.7337,5.0,1,1.0,1.0,100.0,1.0,1.0,0.0,0.0,0,0
South Africa,Percy Tau,MF,32.0876,4.7,1,,,,,,,,0,0
South Africa,Thalente Mbatha,MF,26.2464,4.6,1,0.0,0.0,,0.0,0.0,,,0,0
South Africa,Ime Okon,DF,22.3121,3.7,0,0.0,0.0,,0.0,0.0,,,0,0
South Africa,Sipho Mbule,MF,28.23,3.7,0,,,,,,,,0,0
South Africa,Iqraam Rayners,FW,30.4846,3.4,1,0.0,0.0,,0.0,0.0,,,0,0
South Africa,Relebohile Mofokeng,MF,21.6407,3.3,1,,,,,,,,0,0
South Africa,Jayden Adams,MF,25.1095,3.1,2,0.0,0.0,,0.0,0.0,,,0,0
South Africa,Mohau Nkota,MF,21.5941,2.9,1,,,,,,,,0,0
South Africa,Bathusi Aubaas,MF,31.0849,2.8,0,,,,,,,,0,0
South Africa,Thapelo Morena,MF,32.8542,2.8,2,,,,,,,,0,0
South Africa,Mothobi Mvala,DF,32.0,2.7,0,,,,,,,,0,0
South Africa,Evidence Makgopa,FW,26.0246,2.5,1,0.0,0.0,,0.0,0.0,,,0,0
South Africa,Khulumani Ndamane,DF,22.3532,2.4,0,,,,,,,,0,0
South Africa,Tshepang Moremi,MF,25.6982,2.3,0,,,,,,,,0,0
South Africa,Bongokuhle Hlongwane,MF,25.9829,2.1,0,,,,,,,,0,0
South Africa,Siyanda Xulu,DF,34.4545,2.0,0,,,,,,,,0,0
South Africa,Fawaaz Basadien,DF,29.4736,2.0,0,,,,,,,,0,0
South Africa,Elias Mokwana,MF,26.7639,2.0,0,,,,,,,,0,0
South Africa,Samukele Kabini,DF,22.2491,1.8,0,,,,,,,,0,0
South Africa,Zuko Mdunyelwa,DF,26.9309,1.6,0,,,,,,,,0,0
South Africa,Mihlali Mayambela,FW,29.8022,1.1,0,,,,,,,,0,0
South Africa,Thabang Matuludi,DF,27.4134,1.1,0,,,,,,,,0,0
South Africa,Olwethu Makhanya,DF,22.1232,1.0,0,,,,,,,,0,0
South Africa,Zakhele Lepasa,FW,29.2382,0.9,0,,,,,,,,0,0
South Africa,Thapelo Maseko,MF,22.5886,0.8,0,,,,,,,,0,0
South Africa,Kamogelo Sebelebele,"DF,MF",23.898,0.8,0,,,,,,,,0,0
South Africa,Thabo Moloisane,DF,27.3012,0.6,0,,,,,,,,0,0
South Africa,Ricardo Goss,GK,32.1999,0.5,0,,,,,,,,0,0
South Africa,Sipho Chaine,GK,29.4983,0.5,0,,,,,,,,0,0
South Africa,Renaldo Leaner,GK,28.334,0.5,0,,,,,,,,0,0
South Africa,Thabiso Monyane,DF,26.1232,0.3,0,,,,,,,,0,0
South Africa,Bradley Cross,DF,25.3696,0.3,0,,,,,,,,0,0
South Africa,Sibongiseni Mthethwa,MF,32.1533,0.1,0,,,,,,,,0,0
South Africa,Ashley Cupido,FW,25.1095,0.1,0,,,,,,,,0,0
South Africa,Sydney Mobbie,DF,31.7556,0.1,0,,,,,,,,0,0
South Africa,Mduduzi Shabalala,MF,22.397,0.0,0,,,,,,,,0,0
South Africa,Ndamulelo Maphangule,MF,26.6434,0.0,0,,,,,,,,0,0
Spain,Álex Baena,"FW,MF",24.9008,2.3,0,,,,,,,,0,0
Spain,Ferrán Torres,"FW,MF",26.2875,2.2,1,,,,,,,,0,0
Spain,Aymeric Laporte,DF,32.0493,2.0,0,,,,,,,,0,0
Spain,Pedro Porro,DF,26.7502,2.0,0,,,,,,,,0,0
Spain,Rodri,MF,29.9774,2.0,0,,,,,,,,0,0
Spain,Dani Olmo,MF,28.104,2.0,0,,,,,,,,0,0
Spain,Marc Cucurella,DF,27.8953,1.8,0,,,,,,,,0,0
Spain,Marcos Llorente,DF,31.3696,1.8,0,,,,,,,,0,0
Spain,Álex Grimaldo,DF,30.731,1.7,0,,,,,,,,0,0
Spain,Pedri,MF,23.5503,1.7,1,,,,,,,,0,0
Spain,Pau Cubarsí,DF,19.3915,1.6,0,,,,,,,,0,0
Spain,Unai Simón,GK,29.0082,1.5,0,,,,,,,,0,0
Spain,Mikel Oyarzabal,FW,29.1478,1.2,3,,,,,,,,0,0
Spain,Lamine Yamal,FW,18.9199,1.2,0,,,,,,,,0,0
Spain,David Raya,GK,30.7447,1.2,0,,,,,,,,0,0
Spain,Joan García,GK,25.1123,1.1,0,,,,,,,,0,0
Spain,Cristhian Mosquera,DF,21.9637,1.1,0,,,,,,,,0,0
Spain,Borja Iglesias,FW,33.4052,1.1,0,,,,,,,,0,0
Spain,Pablo Fornals,MF,30.3066,1.0,0,,,,,,,,0,0
Spain,Dean Huijsen,DF,21.167,1.0,0,,,,,,,,0,0
Spain,Fermin López,MF,23.0931,1.0,0,,,,,,,,0,0
Spain,Gavi,MF,21.8569,1.0,0,,,,,,,,0,0
Spain,Ander Barrenetxea,FW,24.4627,0.8,0,,,,,,,,0,0
Spain,Marc Bernal,MF,19.052,0.6,0,,,,,,,,0,0
Spain,Jon Martin,DF,20.1424,0.6,0,,,,,,,,0,0
Spain,Fabián Ruiz Peña,MF,30.1971,0.5,0,,,,,,,,0,0
Spain,Carlos Soler,MF,29.4463,0.5,0,,,,,,,,0,0
Spain,Yeremi Pino,"FW,MF",23.6489,1.4,0,,,,,,,,0,0
Spain,Eric García,"DF,MF",25.4271,1.0,0,,,,,,,,0,0
Spain,Víctor Muñoz,MF,22.9199,0.8,1,,,,,,,,0,0
Spain,Marc Pubill,DF,22.9829,0.7,0,,,,,,,,0,0
Spain,Mikel Merino,MF,29.9774,0.6,0,,,,,,,,0,0
Spain,Gonzalo García,FW,22.2245,0.5,0,,,,,,,,0,0
Spain,Sergio Gómez,"DF,MF",25.7748,0.5,0,,,,,,,,0,0
Spain,Jesus Rodríguez,MF,20.5613,0.5,0,,,,,,,,0,0
Spain,Martín Zubimendi,MF,27.3614,0.5,0,,,,,,,,0,0
Spain,Javier Guerra,MF,23.0876,0.4,0,,,,,,,,0,0
Spain,Beñat Turrientes,MF,24.3669,0.4,0,,,,,,,,0,0
Spain,Javi Rodríguez,DF,22.9637,0.2,0,,,,,,,,0,0
Spain,Leo Román,GK,25.9391,0.2,0,,,,,,,,0,0
Spain,Unai Simón,GK,28.0,6.0,0,0.0,0.0,,0.0,0.0,,,0,0
Spain,Mikel Merino,MF,29.0,5.2,6,22.0,9.0,40.9,4.25,1.74,0.27,0.67,0,0
Spain,Mikel Oyarzabal,"FW,MF",28.0,4.9,6,19.0,12.0,63.2,3.87,2.44,0.21,0.33,2,2
Spain,Marc Cucurella,DF,27.0,5.0,1,2.0,1.0,50.0,0.4,0.2,0.5,1.0,0,0
Spain,Martín Zubimendi,MF,26.0,4.1,1,7.0,1.0,14.3,1.73,0.25,0.14,1.0,0,0
Spain,Pedro Porro,DF,26.0,4.0,0,5.0,0.0,0.0,1.25,0.0,0.0,,0,0
Spain,Pedri,MF,23.0,3.3,2,7.0,3.0,42.9,2.12,0.91,0.29,0.67,0,0
Spain,Robin Le Normand,DF,29.0,3.3,0,2.0,1.0,50.0,0.61,0.31,0.0,0.0,0,0
Spain,Pau Cubarsí,DF,19.0,3.5,0,1.0,1.0,100.0,0.29,0.29,0.0,0.0,0,0
Spain,Aymeric Laporte,DF,31.0,3.0,0,2.0,1.0,50.0,0.67,0.33,0.0,0.0,0,0
Spain,Ferrán Torres,FW,25.0,2.9,2,12.0,5.0,41.7,4.14,1.72,0.17,0.4,0,1
Spain,Álex Baena,"MF,FW",24.0,2.3,0,9.0,4.0,44.4,3.89,1.73,0.0,0.0,0,0
Spain,Dean Huijsen,DF,20.0,2.0,0,2.0,0.0,0.0,1.0,0.0,0.0,,0,0
Spain,Yeremi Pino,FW,23.0,1.8,1,7.0,3.0,42.9,3.87,1.66,0.14,0.33,0,0
Spain,Lamine Yamal,FW,18.0,1.7,0,11.0,4.0,36.4,6.6,2.4,0.0,0.0,0,0
Spain,Fabián Ruiz Peña,MF,29.0,1.6,0,3.0,1.0,33.3,1.89,0.63,0.0,0.0,0,0
Spain,Nico Williams,FW,23.0,1.3,0,5.0,3.0,60.0,3.98,2.39,0.0,0.0,0,0
Spain,Marcos Llorente,DF,31.0,1.7,0,0.0,0.0,,0.0,0.0,,,0,0
Spain,Aleix García,MF,28.0,1.4,0,1.0,0.0,0.0,0.7,0.0,0.0,,0,0
Spain,Dani Olmo,FW,27.0,1.0,1,4.0,3.0,75.0,3.87,2.9,0.25,0.33,0,0
Spain,Álex Grimaldo,DF,30.0,1.0,0,1.0,0.0,0.0,1.0,0.0,0.0,,0,0
Spain,Samu Omorodion,FW,21.0,0.8,0,6.0,2.0,33.3,7.3,2.43,0.0,0.0,0,0
Spain,Borja Iglesias,FW,33.0,1.0,0,5.0,3.0,60.0,4.95,2.97,0.0,0.0,0,0
Spain,Pablo Barrios,MF,22.0,0.8,0,2.0,0.0,0.0,2.61,0.0,0.0,,0,0
Spain,Fermin López,MF,22.0,0.8,0,1.0,0.0,0.0,1.3,0.0,0.0,,0,0
Spain,Rodri,"DF,MF",29.0,0.5,0,1.0,1.0,100.0,1.91,1.91,0.0,0.0,0,0
Spain,Dani Carvajal,DF,34.0,0.3,0,0.0,0.0,,0.0,0.0,,,0,0
Spain,Jorge de Frutos,"FW,MF",28.0,0.3,0,0.0,0.0,,0.0,0.0,,,0,0
Spain,Daniel Vivian,DF,26.0,0.2,0,0.0,0.0,,0.0,0.0,,,0,0
Spain,Álvaro Morata,FW,33.0,0.2,0,0.0,0.0,,0.0,0.0,,,0,0
Spain,Jesus Rodríguez,MF,20.0,0.1,0,0.0,0.0,,0.0,0.0,,,0,0
Spain,Pablo Fornals,"FW,MF",29.0,0.1,0,0.0,0.0,,0.0,0.0,,,0,0
Spain,Unai Simón,GK,29.0082,7.5,0,0.0,0.0,,0.0,0.0,,,0,0
Spain,Marc Cucurella,DF,27.8953,6.8,1,2.0,1.0,50.0,0.4,0.2,0.5,1.0,0,0
Spain,Mikel Oyarzabal,"FW,MF",29.1478,6.1,9,19.0,12.0,63.2,3.87,2.44,0.21,0.33,2,2
Spain,Pedro Porro,DF,26.7502,6.0,0,5.0,0.0,0.0,1.25,0.0,0.0,,0,0
Spain,Mikel Merino,MF,29.9774,5.8,6,22.0,9.0,40.9,4.25,1.74,0.27,0.67,0,0
Spain,Ferrán Torres,FW,26.2875,5.1,3,12.0,5.0,41.7,4.14,1.72,0.17,0.4,0,1
Spain,Pau Cubarsí,DF,19.3915,5.1,0,1.0,1.0,100.0,0.29,0.29,0.0,0.0,0,0
Spain,Aymeric Laporte,DF,32.0493,5.0,0,2.0,1.0,50.0,0.67,0.33,0.0,0.0,0,0
Spain,Pedri,MF,23.5503,5.0,3,7.0,3.0,42.9,2.12,0.91,0.29,0.67,0,0
Spain,Álex Baena,"MF,FW",24.9008,4.6,0,9.0,4.0,44.4,3.89,1.73,0.0,0.0,0,0
Spain,Martín Zubimendi,MF,27.3614,4.5,1,7.0,1.0,14.3,1.73,0.25,0.14,1.0,0,0
Spain,Marcos Llorente,DF,31.3696,3.4,0,0.0,0.0,,0.0,0.0,,,0,0
Spain,Robin Le Normand,DF,29.5886,3.3,0,2.0,1.0,50.0,0.61,0.31,0.0,0.0,0,0
Spain,Yeremi Pino,FW,23.6489,3.2,1,7.0,3.0,42.9,3.87,1.66,0.14,0.33,0,0
Spain,Dani Olmo,FW,28.104,3.0,1,4.0,3.0,75.0,3.87,2.9,0.25,0.33,0,0
Spain,Dean Huijsen,DF,21.167,3.0,0,2.0,0.0,0.0,1.0,0.0,0.0,,0,0
Spain,Lamine Yamal,FW,18.9199,2.9,0,11.0,4.0,36.4,6.6,2.4,0.0,0.0,0,0
Spain,Álex Grimaldo,DF,30.731,2.7,0,1.0,0.0,0.0,1.0,0.0,0.0,,0,0
Spain,Rodri,"DF,MF",29.9774,2.5,0,1.0,1.0,100.0,1.91,1.91,0.0,0.0,0,0
Spain,Fabián Ruiz Peña,MF,30.1971,2.1,0,3.0,1.0,33.3,1.89,0.63,0.0,0.0,0,0
Spain,Borja Iglesias,FW,33.4052,2.1,0,5.0,3.0,60.0,4.95,2.97,0.0,0.0,0,0
Spain,Fermin López,MF,23.0931,1.8,0,1.0,0.0,0.0,1.3,0.0,0.0,,0,0
Spain,Aleix García,MF,28.961,1.4,0,1.0,0.0,0.0,0.7,0.0,0.0,,0,0
Spain,Nico Williams,FW,23.9227,1.3,0,5.0,3.0,60.0,3.98,2.39,0.0,0.0,0,0
Spain,David Raya,GK,30.7447,1.2,0,,,,,,,,0,0
Spain,Joan García,GK,25.1123,1.1,0,,,,,,,,0,0
Spain,Pablo Fornals,"FW,MF",30.3066,1.1,0,0.0,0.0,,0.0,0.0,,,0,0
Spain,Cristhian Mosquera,DF,21.9637,1.1,0,,,,,,,,0,0
Spain,Eric García,"DF,MF",25.4271,1.0,0,,,,,,,,0,0
Spain,Gavi,MF,21.8569,1.0,0,,,,,,,,0,0
Spain,Samu Omorodion,FW,22.1095,0.8,0,6.0,2.0,33.3,7.3,2.43,0.0,0.0,0,0
Spain,Víctor Muñoz,MF,22.9199,0.8,1,,,,,,,,0,0
Spain,Ander Barrenetxea,FW,24.4627,0.8,0,,,,,,,,0,0
Spain,Pablo Barrios,MF,22.9966,0.8,0,2.0,0.0,0.0,2.61,0.0,0.0,,0,0
Spain,Marc Pubill,DF,22.9829,0.7,0,,,,,,,,0,0
Spain,Jon Martin,DF,20.1424,0.6,0,,,,,,,,0,0
Spain,Marc Bernal,MF,19.052,0.6,0,,,,,,,,0,0
Spain,Jesus Rodríguez,MF,20.5613,0.6,0,0.0,0.0,,0.0,0.0,,,0,0
Spain,Carlos Soler,MF,29.4463,0.5,0,,,,,,,,0,0
Spain,Sergio Gómez,"DF,MF",25.7748,0.5,0,,,,,,,,0,0
Spain,Gonzalo García,FW,22.2245,0.5,0,,,,,,,,0,0
Spain,Javier Guerra,MF,23.0876,0.4,0,,,,,,,,0,0
Spain,Beñat Turrientes,MF,24.3669,0.4,0,,,,,,,,0,0
Spain,Dani Carvajal,DF,34.4216,0.3,0,0.0,0.0,,0.0,0.0,,,0,0
Spain,Jorge de Frutos,"FW,MF",29.3121,0.3,0,0.0,0.0,,0.0,0.0,,,0,0
Spain,Daniel Vivian,DF,26.9144,0.2,0,0.0,0.0,,0.0,0.0,,,0,0
Spain,Álvaro Morata,FW,33.6407,0.2,0,0.0,0.0,,0.0,0.0,,,0,0
Spain,Leo Román,GK,25.9391,0.2,0,,,,,,,,0,0
Spain,Javi Rodríguez,DF,22.9637,0.2,0,,,,,,,,0,0
Sweden,Daniel Svensson,"MF,DF",24.334,1.9,0,,,,,,,,0,0
Sweden,Yasin Ayari,MF,22.6872,1.2,0,,,,,,,,0,0
Sweden,Isak Hien,DF,27.4162,1.2,0,,,,,,,,0,0
Sweden,Gustaf Lagerbielke,DF,26.178,1.2,0,,,,,,,,0,0
Sweden,Benjamin Nygren,MF,24.9336,1.2,0,,,,,,,,0,0
Sweden,Alexander Bernhardsson,MF,27.7639,1.2,0,,,,,,,,0,0
Sweden,Mattias Svanberg,MF,27.4381,1.2,0,,,,,,,,0,0
Sweden,Alexander Isak,FW,26.7283,1.0,1,,,,,,,,0,0
Sweden,Kristoffer Nordfeldt,GK,36.9747,1.0,0,,,,,,,,0,0
Sweden,Jacob Widell Zetterström,GK,27.9254,1.0,0,,,,,,,,0,0
Sweden,Gustaf Nilsson,FW,29.0602,1.0,1,,,,,,,,0,0
Sweden,Lucas Bergvall,MF,20.3614,0.8,0,,,,,,,,0,0
Sweden,Anthony Elanga,FW,24.1314,0.8,0,,,,,,,,0,0
Sweden,Jesper Karlström,MF,30.9802,0.8,0,,,,,,,,0,0
Sweden,Eric Smith,DF,29.4298,0.8,0,,,,,,,,0,0
Sweden,Gabriel Gudmundsson,MF,27.1259,0.7,0,,,,,,,,0,0
Sweden,Herman Johansson,MF,28.6598,0.7,0,,,,,,,,0,0
Sweden,Viktor Gyökeres,FW,28.0274,0.7,1,,,,,,,,0,0
Sweden,Besfort Zeneli,MF,23.5613,0.8,0,,,,,,,,0,0
Sweden,Hjalmar Ekdal,DF,27.6461,0.6,0,,,,,,,,0,0
Sweden,Sebastian Nanasi,"FW,MF",24.0794,0.5,0,,,,,,,,0,0
Sweden,Ken Sema,"FW,MF",32.7036,0.5,0,,,,,,,,0,0
Sweden,Taha Ali,"FW,MF",27.9528,0.3,0,,,,,,,,0,0
Sweden,Victor Lindelöf,DF,31.909,0.3,0,,,,,,,,0,0
Sweden,Carl Starfelt,DF,31.0356,0.3,0,,,,,,,,0,0
Sweden,Elliot Stroud,MF,23.9774,0.3,0,,,,,,,,0,0
Sweden,Yasin Ayari,MF,22.0,6.0,1,6.0,2.0,33.3,1.0,0.33,0.17,0.5,0,0
Sweden,Gabriel Gudmundsson,"MF,DF",26.0,6.5,0,3.0,0.0,0.0,0.46,0.0,0.0,,0,0
Sweden,Viktor Gyökeres,FW,27.0,6.0,4,10.0,6.0,60.0,1.67,1.0,0.3,0.5,1,1
Sweden,Daniel Svensson,"MF,DF",23.0,5.9,0,1.0,0.0,0.0,0.17,0.0,0.0,,0,0
Sweden,Isak Hien,DF,27.0,5.4,0,2.0,0.0,0.0,0.37,0.0,0.0,,0,0
Sweden,Gustaf Lagerbielke,DF,25.0,5.1,1,4.0,1.0,25.0,0.79,0.2,0.25,1.0,0,0
Sweden,Anthony Elanga,"MF,FW",23.0,4.6,2,2.0,2.0,100.0,0.44,0.44,1.0,1.0,0,0
Sweden,Alexander Bernhardsson,MF,27.0,3.8,0,3.0,2.0,66.7,0.79,0.53,0.0,0.0,0,0
Sweden,Victor Lindelöf,DF,31.0,3.9,0,1.0,0.0,0.0,0.25,0.0,0.0,,0,0
Sweden,Jesper Karlström,MF,30.0,3.5,0,2.0,0.0,0.0,0.58,0.0,0.0,,0,0
Sweden,Benjamin Nygren,"MF,FW",24.0,3.5,1,3.0,1.0,33.3,0.85,0.28,0.33,1.0,0,0
Sweden,Viktor Johansson,GK,27.0,3.0,0,0.0,0.0,,0.0,0.0,,,0,0
Sweden,Anton Salétros,MF,29.0,2.8,0,5.0,0.0,0.0,1.79,0.0,0.0,,0,0
Sweden,Carl Starfelt,DF,30.0,2.6,0,3.0,1.0,33.3,1.15,0.38,0.0,0.0,0,0
Sweden,Alexander Isak,FW,26.0,2.5,0,10.0,4.0,40.0,3.95,1.58,0.0,0.0,0,0
Sweden,Kristoffer Nordfeldt,GK,36.0,2.0,0,0.0,0.0,,0.0,0.0,,,0,0
Sweden,Robin Olsen,GK,36.0,2.0,0,0.0,0.0,,0.0,0.0,,,0,0
Sweden,Lucas Bergvall,MF,19.0,1.8,0,4.0,1.0,25.0,2.18,0.55,0.0,0.0,0,0
Sweden,Ken Sema,MF,32.0,1.8,0,1.0,0.0,0.0,0.55,0.0,0.0,,0,0
Sweden,Hjalmar Ekdal,DF,27.0,1.7,0,0.0,0.0,,0.0,0.0,,,0,0
Sweden,Hugo Larsson,MF,21.0,1.5,0,0.0,0.0,,0.0,0.0,,,0,0
Sweden,Mattias Svanberg,"MF,FW",27.0,1.4,0,4.0,1.0,25.0,2.81,0.7,0.0,0.0,0,0
Sweden,Besfort Zeneli,MF,23.0,1.6,0,3.0,0.0,0.0,1.93,0.0,0.0,,0,0
Sweden,Roony Bardghji,FW,20.0,1.3,0,3.0,1.0,33.3,2.33,0.78,0.0,0.0,0,0
Sweden,Herman Johansson,MF,28.0,1.3,0,0.0,0.0,,0.0,0.0,,,0,0
Sweden,Isac Lidberg,FW,27.0,1.1,0,1.0,1.0,100.0,0.87,0.87,0.0,0.0,0,0
Sweden,Gustav Lundgren,MF,30.0,1.1,1,3.0,1.0,33.3,2.7,0.9,0.33,1.0,0,0
Sweden,Jacob Widell Zetterström,GK,27.0,1.0,0,0.0,0.0,,0.0,0.0,,,0,0
Sweden,Emil Krafth,DF,31.0,1.0,0,0.0,0.0,,0.0,0.0,,,0,0
Sweden,Emil Holm,DF,25.0,0.8,0,0.0,0.0,,0.0,0.0,,,0,0
Sweden,Emil Forsberg,"FW,MF",34.0,0.7,0,0.0,0.0,,0.0,0.0,,,0,0
Sweden,Sebastian Nanasi,"FW,MF",23.0,0.5,0,1.0,0.0,0.0,2.0,0.0,0.0,,0,0
Sweden,Niclas Eliasson,MF,30.0,0.3,0,0.0,0.0,,0.0,0.0,,,0,0
Sweden,Daniel Svensson,"MF,DF",24.334,7.7,0,1.0,0.0,0.0,0.17,0.0,0.0,,0,0
Sweden,Yasin Ayari,MF,22.6872,7.2,1,6.0,2.0,33.3,1.0,0.33,0.17,0.5,0,0
Sweden,Gabriel Gudmundsson,"MF,DF",27.1259,7.2,0,3.0,0.0,0.0,0.46,0.0,0.0,,0,0
Sweden,Viktor Gyökeres,FW,28.0274,6.7,5,10.0,6.0,60.0,1.67,1.0,0.3,0.5,1,1
Sweden,Isak Hien,DF,27.4162,6.6,0,2.0,0.0,0.0,0.37,0.0,0.0,,0,0
Sweden,Gustaf Lagerbielke,DF,26.178,6.3,1,4.0,1.0,25.0,0.79,0.2,0.25,1.0,0,0
Sweden,Anthony Elanga,"MF,FW",24.1314,5.4,2,2.0,2.0,100.0,0.44,0.44,1.0,1.0,0,0
Sweden,Alexander Bernhardsson,MF,27.7639,5.0,0,3.0,2.0,66.7,0.79,0.53,0.0,0.0,0,0
Sweden,Benjamin Nygren,"MF,FW",24.9336,4.7,1,3.0,1.0,33.3,0.85,0.28,0.33,1.0,0,0
Sweden,Jesper Karlström,MF,30.9802,4.3,0,2.0,0.0,0.0,0.58,0.0,0.0,,0,0
Sweden,Victor Lindelöf,DF,31.909,4.2,0,1.0,0.0,0.0,0.25,0.0,0.0,,0,0
Sweden,Alexander Isak,FW,26.7283,3.5,1,10.0,4.0,40.0,3.95,1.58,0.0,0.0,0,0
Sweden,Kristoffer Nordfeldt,GK,36.9747,3.0,0,0.0,0.0,,0.0,0.0,,,0,0
Sweden,Viktor Johansson,GK,27.7474,3.0,0,0.0,0.0,,0.0,0.0,,,0,0
Sweden,Carl Starfelt,DF,31.0356,2.9,0,3.0,1.0,33.3,1.15,0.38,0.0,0.0,0,0
Sweden,Anton Salétros,MF,30.1725,2.8,0,5.0,0.0,0.0,1.79,0.0,0.0,,0,0
Sweden,Lucas Bergvall,MF,20.3614,2.6,0,4.0,1.0,25.0,2.18,0.55,0.0,0.0,0,0
Sweden,Mattias Svanberg,"MF,FW",27.4381,2.6,0,4.0,1.0,25.0,2.81,0.7,0.0,0.0,0,0
Sweden,Besfort Zeneli,MF,23.5613,2.4,0,3.0,0.0,0.0,1.93,0.0,0.0,,0,0
Sweden,Hjalmar Ekdal,DF,27.6461,2.3,0,0.0,0.0,,0.0,0.0,,,0,0
Sweden,Ken Sema,MF,32.7036,2.3,0,1.0,0.0,0.0,0.55,0.0,0.0,,0,0
Sweden,Robin Olsen,GK,36.4298,2.0,0,0.0,0.0,,0.0,0.0,,,0,0
Sweden,Jacob Widell Zetterström,GK,27.9254,2.0,0,0.0,0.0,,0.0,0.0,,,0,0
Sweden,Herman Johansson,MF,28.6598,2.0,0,0.0,0.0,,0.0,0.0,,,0,0
Sweden,Hugo Larsson,MF,21.9637,1.5,0,0.0,0.0,,0.0,0.0,,,0,0
Sweden,Roony Bardghji,FW,20.5777,1.3,0,3.0,1.0,33.3,2.33,0.78,0.0,0.0,0,0
Sweden,Isac Lidberg,FW,27.7639,1.1,0,1.0,1.0,100.0,0.87,0.87,0.0,0.0,0,0
Sweden,Gustav Lundgren,MF,31.1561,1.1,1,3.0,1.0,33.3,2.7,0.9,0.33,1.0,0,0
Sweden,Sebastian Nanasi,"FW,MF",24.0794,1.0,0,1.0,0.0,0.0,2.0,0.0,0.0,,0,0
Sweden,Emil Krafth,DF,31.8652,1.0,0,0.0,0.0,,0.0,0.0,,,0,0
Sweden,Gustaf Nilsson,FW,29.0602,1.0,1,,,,,,,,0,0
Sweden,Eric Smith,"DF,MF",29.4298,0.8,0,,,,,,,,0,0
Sweden,Emil Holm,DF,26.0876,0.8,0,0.0,0.0,,0.0,0.0,,,0,0
Sweden,Emil Forsberg,"FW,MF",34.6407,0.7,0,0.0,0.0,,0.0,0.0,,,0,0
Sweden,Taha Ali,"FW,MF",27.9528,0.3,0,,,,,,,,0,0
Sweden,Niclas Eliasson,MF,30.5175,0.3,0,0.0,0.0,,0.0,0.0,,,0,0
Sweden,Elliot Stroud,MF,23.9774,0.3,0,,,,,,,,0,0
Switzerland,Manuel Akanji,DF,30.9035,1.0,0,1.0,1.0,100.0,1.0,1.0,0.0,0.0,0,0
Switzerland,Nico Elvedi,DF,29.7036,1.0,0,2.0,0.0,0.0,2.0,0.0,0.0,,0,0
Switzerland,Breel Embolo,FW,29.3285,1.0,1,4.0,1.0,25.0,4.0,1.0,0.0,0.0,1,1
Switzerland,Gregor Kobel,GK,28.5202,1.0,0,0.0,0.0,,0.0,0.0,,,0,0
Switzerland,Granit Xhaka,MF,33.7118,1.0,0,2.0,0.0,0.0,2.0,0.0,0.0,,0,0
Switzerland,Denis Zakaria,DF,29.564,1.0,0,2.0,1.0,50.0,2.0,1.0,0.0,0.0,0,0
Switzerland,Remo Freuler,MF,34.1643,1.0,0,0.0,0.0,,0.0,0.0,,,0,0
Switzerland,Ricardo Rodríguez,DF,33.8022,1.0,0,0.0,0.0,,0.0,0.0,,,0,0
Switzerland,Ruben Vargas,MF,27.8569,0.9,0,3.0,1.0,33.3,3.46,1.15,0.0,0.0,0,0
Switzerland,Michel Aebischer,MF,29.4353,0.7,0,1.0,1.0,100.0,1.38,1.38,0.0,0.0,0,0
Switzerland,Dan Ndoye,MF,25.6352,0.7,0,6.0,2.0,33.3,8.31,2.77,0.0,0.0,0,0
Switzerland,Johan Manzambi,MF,20.6653,0.3,0,2.0,0.0,0.0,7.2,0.0,0.0,,0,0
Switzerland,Fabian Rieder,"FW,MF",24.3231,0.3,0,1.0,0.0,0.0,3.6,0.0,0.0,,0,0
Switzerland,Zeki Amdouni,"FW,MF",25.5257,0.1,0,1.0,0.0,0.0,7.5,0.0,0.0,,0,0
