player,position,age,mp,starts,minutes,gls,ast,crdY,crdR,team,archivo_origen,number,club,birth_date,min,city_id,latitude,longitude,altitude_meters,id,team_name,league,matches_played,shots,goals,xg_for,fifa_code,iso2_code,city_name,country,venue_name,region_cluster,airport_code,match_number,home_team_id,away_team_id,stage_id,kickoff_at,match_label,birth_place,stadium_id,stadium_name,filename,group_letter,is_placeholder,nationality_name,nation_team_id,stage_name,stage_order,group,rank,w,d,l,gf,ga,gd,pts,last_5,team_code
,,,,,,,,,,,matches.csv,,,,,8.0,,,,43.0,,,,,,,,,,,,,,43.0,36.0,34.0,1.0,2026-06-22 20:00:00-04,Group I,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,matches.csv,,,,,10.0,,,,44.0,,,,,,,,,,,,,,44.0,40.0,38.0,1.0,2026-06-22 23:00:00-07,Group J,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,matches.csv,,,,,4.0,,,,45.0,,,,,,,,,,,,,,45.0,41.0,43.0,1.0,2026-06-23 13:00:00-05,Group K,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,matches.csv,,,,,2.0,,,,46.0,,,,,,,,,,,,,,46.0,45.0,47.0,1.0,2026-06-23 16:00:00-04,Group L,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,matches.csv,,,,,12.0,,,,47.0,,,,,,,,,,,,,,47.0,48.0,46.0,1.0,2026-06-23 19:00:00-04,Group L,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,matches.csv,,,,,14.0,,,,48.0,,,,,,,,,,,,,,48.0,44.0,42.0,1.0,2026-06-23 22:00:00-06,Group K,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,matches.csv,,,,,13.0,,,,49.0,,,,,,,,,,,,,,49.0,8.0,5.0,1.0,2026-06-24 15:00:00-07,Group B,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,matches.csv,,,,,11.0,,,,50.0,,,,,,,,,,,,,,50.0,6.0,7.0,1.0,2026-06-24 15:00:00-07,Group B,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,matches.csv,,,,,7.0,,,,51.0,,,,,,,,,,,,,,51.0,12.0,9.0,1.0,2026-06-24 18:00:00-04,Group C,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,matches.csv,,,,,1.0,,,,52.0,,,,,,,,,,,,,,52.0,10.0,11.0,1.0,2026-06-24 18:00:00-04,Group C,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,matches.csv,,,,,15.0,,,,53.0,,,,,,,,,,,,,,53.0,4.0,1.0,1.0,2026-06-24 21:00:00-06,Group A,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,matches.csv,,,,,16.0,,,,54.0,,,,,,,,,,,,,,54.0,2.0,3.0,1.0,2026-06-24 21:00:00-06,Group A,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,matches.csv,,,,,9.0,,,,55.0,,,,,,,,,,,,,,55.0,18.0,19.0,1.0,2026-06-25 16:00:00-04,Group E,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,matches.csv,,,,,8.0,,,,56.0,,,,,,,,,,,,,,56.0,20.0,17.0,1.0,2026-06-25 16:00:00-04,Group E,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,matches.csv,,,,,3.0,,,,57.0,,,,,,,,,,,,,,57.0,22.0,23.0,1.0,2026-06-25 19:00:00-05,Group F,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,matches.csv,,,,,5.0,,,,58.0,,,,,,,,,,,,,,58.0,24.0,21.0,1.0,2026-06-25 19:00:00-05,Group F,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,matches.csv,,,,,6.0,,,,59.0,,,,,,,,,,,,,,59.0,16.0,13.0,1.0,2026-06-25 22:00:00-07,Group D,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,matches.csv,,,,,10.0,,,,60.0,,,,,,,,,,,,,,60.0,14.0,15.0,1.0,2026-06-25 22:00:00-07,Group D,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,matches.csv,,,,,2.0,,,,61.0,,,,,,,,,,,,,,61.0,36.0,33.0,1.0,2026-06-26 15:00:00-04,Group I,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,matches.csv,,,,,12.0,,,,62.0,,,,,,,,,,,,,,62.0,34.0,35.0,1.0,2026-06-26 15:00:00-04,Group I,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,matches.csv,,,,,4.0,,,,63.0,,,,,,,,,,,,,,63.0,30.0,31.0,1.0,2026-06-26 20:00:00-05,Group H,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,matches.csv,,,,,14.0,,,,64.0,,,,,,,,,,,,,,64.0,32.0,29.0,1.0,2026-06-26 20:00:00-06,Group H,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,matches.csv,,,,,11.0,,,,65.0,,,,,,,,,,,,,,65.0,26.0,27.0,1.0,2026-06-26 23:00:00-07,Group G,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,matches.csv,,,,,13.0,,,,66.0,,,,,,,,,,,,,,66.0,28.0,25.0,1.0,2026-06-26 23:00:00-07,Group G,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,matches.csv,,,,,8.0,,,,67.0,,,,,,,,,,,,,,67.0,48.0,45.0,1.0,2026-06-27 17:00:00-04,Group L,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,matches.csv,,,,,9.0,,,,68.0,,,,,,,,,,,,,,68.0,46.0,47.0,1.0,2026-06-27 17:00:00-04,Group L,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,matches.csv,,,,,7.0,,,,69.0,,,,,,,,,,,,,,69.0,44.0,41.0,1.0,2026-06-27 19:30:00-04,Group K,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,matches.csv,,,,,1.0,,,,70.0,,,,,,,,,,,,,,70.0,42.0,43.0,1.0,2026-06-27 19:30:00-04,Group K,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,matches.csv,,,,,5.0,,,,71.0,,,,,,,,,,,,,,71.0,38.0,39.0,1.0,2026-06-27 22:00:00-05,Group J,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,matches.csv,,,,,3.0,,,,72.0,,,,,,,,,,,,,,72.0,40.0,37.0,1.0,2026-06-27 22:00:00-05,Group J,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,matches.csv,,,,,6.0,,,,73.0,,,,,,,,,,,,,,73.0,,,2.0,2026-06-28 15:00:00-07,2A vs 2B,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,matches.csv,,,,,4.0,,,,74.0,,,,,,,,,,,,,,74.0,,,2.0,2026-06-29 13:00:00-05,1C vs 2F,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,matches.csv,,,,,2.0,,,,75.0,,,,,,,,,,,,,,75.0,,,2.0,2026-06-29 16:30:00-04,1E vs 3ABCDF,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,matches.csv,,,,,16.0,,,,76.0,,,,,,,,,,,,,,76.0,,,2.0,2026-06-29 21:00:00-06,1F vs 2C,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,matches.csv,,,,,3.0,,,,77.0,,,,,,,,,,,,,,77.0,,,2.0,2026-06-30 13:00:00-05,2E vs 2I,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,matches.csv,,,,,8.0,,,,78.0,,,,,,,,,,,,,,78.0,,,2.0,2026-06-30 17:00:00-04,1I vs 3CDFGH,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,matches.csv,,,,,15.0,,,,79.0,,,,,,,,,,,,,,79.0,,,2.0,2026-06-30 21:00:00-06,1A vs 3CEFHI,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,matches.csv,,,,,1.0,,,,80.0,,,,,,,,,,,,,,80.0,,,2.0,2026-07-01 12:00:00-04,1L vs 3EHIJK,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,matches.csv,,,,,11.0,,,,81.0,,,,,,,,,,,,,,81.0,,,2.0,2026-07-01 16:00:00-07,1G vs 3AEHIJ,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,matches.csv,,,,,10.0,,,,82.0,,,,,,,,,,,,,,82.0,,,2.0,2026-07-01 20:00:00-07,1D vs 3BEFIJ,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,matches.csv,,,,,6.0,,,,83.0,,,,,,,,,,,,,,83.0,,,2.0,2026-07-02 15:00:00-07,1H vs 2J,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,matches.csv,,,,,12.0,,,,84.0,,,,,,,,,,,,,,84.0,,,2.0,2026-07-02 19:00:00-04,2K vs 2L,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,matches.csv,,,,,13.0,,,,85.0,,,,,,,,,,,,,,85.0,,,2.0,2026-07-02 23:00:00-07,1B vs 3EFGIJ,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,matches.csv,,,,,3.0,,,,86.0,,,,,,,,,,,,,,86.0,,,2.0,2026-07-03 14:00:00-05,2D vs 2G,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,matches.csv,,,,,7.0,,,,87.0,,,,,,,,,,,,,,87.0,,,2.0,2026-07-03 18:00:00-04,1J vs 2H,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,matches.csv,,,,,5.0,,,,88.0,,,,,,,,,,,,,,88.0,,,2.0,2026-07-03 21:30:00-05,1K vs 3DEIJL,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,matches.csv,,,,,4.0,,,,89.0,,,,,,,,,,,,,,89.0,,,3.0,2026-07-04 13:00:00-05,W73 vs W75,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,matches.csv,,,,,9.0,,,,90.0,,,,,,,,,,,,,,90.0,,,3.0,2026-07-04 17:00:00-04,W74 vs W77,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,matches.csv,,,,,8.0,,,,91.0,,,,,,,,,,,,,,91.0,,,3.0,2026-07-05 16:00:00-04,W76 vs W78,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,matches.csv,,,,,15.0,,,,92.0,,,,,,,,,,,,,,92.0,,,3.0,2026-07-05 20:00:00-06,W79 vs W80,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,matches.csv,,,,,3.0,,,,93.0,,,,,,,,,,,,,,93.0,,,3.0,2026-07-06 15:00:00-05,W83 vs W84,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,matches.csv,,,,,11.0,,,,94.0,,,,,,,,,,,,,,94.0,,,3.0,2026-07-06 20:00:00-07,W81 vs W82,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,matches.csv,,,,,1.0,,,,95.0,,,,,,,,,,,,,,95.0,,,3.0,2026-07-07 12:00:00-04,W86 vs W88,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,matches.csv,,,,,13.0,,,,96.0,,,,,,,,,,,,,,96.0,,,3.0,2026-07-07 16:00:00-07,W85 vs W87,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,matches.csv,,,,,2.0,,,,97.0,,,,,,,,,,,,,,97.0,,,4.0,2026-07-09 16:00:00-04,W89 vs W90,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,matches.csv,,,,,6.0,,,,98.0,,,,,,,,,,,,,,98.0,,,4.0,2026-07-10 15:00:00-07,W93 vs W94,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,matches.csv,,,,,7.0,,,,99.0,,,,,,,,,,,,,,99.0,,,4.0,2026-07-11 17:00:00-04,W91 vs W92,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,matches.csv,,,,,5.0,,,,100.0,,,,,,,,,,,,,,100.0,,,4.0,2026-07-11 21:00:00-05,W95 vs W100,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,matches.csv,,,,,3.0,,,,101.0,,,,,,,,,,,,,,101.0,,,5.0,2026-07-14 15:00:00-05,W97 vs W98,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,matches.csv,,,,,1.0,,,,102.0,,,,,,,,,,,,,,102.0,,,5.0,2026-07-15 15:00:00-04,W99 vs W100,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,matches.csv,,,,,7.0,,,,103.0,,,,,,,,,,,,,,103.0,,,6.0,2026-07-18 17:00:00-04,RU101 vs RU102,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,matches.csv,,,,,8.0,,,,104.0,,,,,,,,,,,,,,104.0,,,7.0,2026-07-19 15:00:00-04,W101 vs W102,,,,,,,,,,,,,,,,,,,,,
Jayden Adams,MF,25-037,,,,,,,,,south_africa_world_cup_roster_2026.csv,23.0,Mamelodi Sundowns,2001-05-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oswin Appollis,MF,24-290,,,,,,,,,south_africa_world_cup_roster_2026.csv,7.0,Orlando Pirates,2001-08-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sipho Chaine,GK,29-179,,,,,,,,,south_africa_world_cup_roster_2026.csv,16.0,Orlando Pirates,1996-12-14,,,,,,,,,,,,,,,,,,,,,,,,,,South Africa,,,,,,,,,,,,,,,,,,,,
Bradley Cross,DF,25-132,,,,,,,,,south_africa_world_cup_roster_2026.csv,26.0,Kaizer Chiefs,2001-01-30,,,,,,,,,,,,,,,,,,,,,,,,,,Kempton Park South Africa,,,,,,,,,,,,,,,,,,,,
Lyle Foster,FW,25-281,,,,,,,,,south_africa_world_cup_roster_2026.csv,9.0,Burnley,2000-09-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ricardo Goss,GK,32-070,,,,,,,,,south_africa_world_cup_roster_2026.csv,22.0,Siwelele,1994-04-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Samukele Kabini,DF,22-088,,,,,,,,,south_africa_world_cup_roster_2026.csv,18.0,Molde,2004-03-15,,,,,,,,,,,,,,,,,,,,,,,,,,South Africa,,,,,,,,,,,,,,,,,,,,
Evidence Makgopa,FW,26-006,,,,,,,,,south_africa_world_cup_roster_2026.csv,17.0,Orlando Pirates,2000-06-05,,,,,,,,,,,,,,,,,,,,,,,,,,South Africa,,,,,,,,,,,,,,,,,,,,
Olwethu Makhanya,DF,22-042,,,,,,,,,south_africa_world_cup_roster_2026.csv,24.0,Philadelphia Union,2004-04-30,,,,,,,,,,,,,,,,,,,,,,,,,,South Africa,,,,,,,,,,,,,,,,,,,,
Thapelo Maseko,MF,22-212,,,,,,,,,south_africa_world_cup_roster_2026.csv,12.0,AEL Limassol,2003-11-11,,,,,,,,,,,,,,,,,,,,,,,,,,South Africa,,,,,,,,,,,,,,,,,,,,
Thabang Matuludi,DF,27-148,,,,,,,,,south_africa_world_cup_roster_2026.csv,2.0,Polokwane City,1999-01-14,,,,,,,,,,,,,,,,,,,,,,,,,,South Africa,,,,,,,,,,,,,,,,,,,,
Thalente Mbatha,MF,26-087,,,,,,,,,south_africa_world_cup_roster_2026.csv,5.0,Orlando Pirates,2000-03-16,,,,,,,,,,,,,,,,,,,,,,,,,,South Africa,,,,,,,,,,,,,,,,,,,,
Mbekezeli Mbokazi,DF,20-265,,,,,,,,,south_africa_world_cup_roster_2026.csv,14.0,Chicago Fire,2005-09-19,,,,,,,,,,,,,,,,,,,,,,,,,,South Africa,,,,,,,,,,,,,,,,,,,,
Aubrey Modiba,DF,30-324,,,,,,,,,south_africa_world_cup_roster_2026.csv,6.0,Mamelodi Sundowns,1995-07-22,,,,,,,,,,,,,,,,,,,,,,,,,,Polokwane South Africa,,,,,,,,,,,,,,,,,,,,
Relebohile Mofokeng,MF,21-231,,,,,,,,,south_africa_world_cup_roster_2026.csv,10.0,Orlando Pirates,2004-10-23,,,,,,,,,,,,,,,,,,,,,,,,,,South Africa,,,,,,,,,,,,,,,,,,,,
Teboho Mokoena,MF,29-138,,,,,,,,,south_africa_world_cup_roster_2026.csv,4.0,Mamelodi Sundowns,1997-01-24,,,,,,,,,,,,,,,,,,,,,,,,,,Bethlehem South Africa,,,,,,,,,,,,,,,,,,,,
Tshepang Moremi,MF,25-252,,,,,,,,,south_africa_world_cup_roster_2026.csv,8.0,Orlando Pirates,2000-10-02,,,,,,,,,,,,,,,,,,,,,,,,,,South Africa,,,,,,,,,,,,,,,,,,,,
Khuliso Mudau,DF,31-046,,,,,,,,,south_africa_world_cup_roster_2026.csv,20.0,Mamelodi Sundowns,1995-04-26,,,,,,,,,,,,,,,,,,,,,,,,,,South Africa,,,,,,,,,,,,,,,,,,,,
Khulumani Ndamane,DF,22-126,,,,,,,,,south_africa_world_cup_roster_2026.csv,3.0,Mamelodi Sundowns,2004-02-05,,,,,,,,,,,,,,,,,,,,,,,,,,South Africa,,,,,,,,,,,,,,,,,,,,
Ime Okon,DF,22-111,,,,,,,,,south_africa_world_cup_roster_2026.csv,21.0,Hannover 96,2004-02-20,,,,,,,,,,,,,,,,,,,,,,,,,,South Africa,,,,,,,,,,,,,,,,,,,,
Iqraam Rayners,FW,30-174,,,,,,,,,south_africa_world_cup_roster_2026.csv,15.0,Mamelodi Sundowns,1995-12-19,,,,,,,,,,,,,,,,,,,,,,,,,,South Africa,,,,,,,,,,,,,,,,,,,,
Kamogelo Sebelebele,DF,23-325,,,,,,,,,south_africa_world_cup_roster_2026.csv,25.0,Orlando Pirates,2002-07-21,,,,,,,,,,,,,,,,,,,,,,,,,,South Africa,,,,,,,,,,,,,,,,,,,,
Nkosinathi Sibisi,DF,30-262,,,,,,,,,south_africa_world_cup_roster_2026.csv,19.0,Orlando Pirates,1995-09-22,,,,,,,,,,,,,,,,,,,,,,,,,,South Africa,,,,,,,,,,,,,,,,,,,,
Sphephelo Sithole,MF,27-100,,,,,,,,,south_africa_world_cup_roster_2026.csv,13.0,Tondela,1999-03-03,,,,,,,,,,,,,,,,,,,,,,,,,,South Africa,,,,,,,,,,,,,,,,,,,,
Ronwen Williams,GK,34-141,,,,,,,,,south_africa_world_cup_roster_2026.csv,1.0,Mamelodi Sundowns,1992-01-21,,,,,,,,,,,,,,,,,,,,,,,,,,Gqeberha South Africa,,,,,,,,,,,,,,,,,,,,
Themba Zwane,FW,36-312,,,,,,,,,south_africa_world_cup_roster_2026.csv,11.0,Mamelodi Sundowns,1989-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,Tembisa South Africa,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,stadium_mapping.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,Mercedes-Benz Stadium,1.jpg,,,,,,,,,,,,,,,,,
,,,,,,,,,,,stadium_mapping.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Gillette Stadium,2.jpg,,,,,,,,,,,,,,,,,
,,,,,,,,,,,stadium_mapping.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,AT&T Stadium,3.jpg,,,,,,,,,,,,,,,,,
,,,,,,,,,,,stadium_mapping.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,NRG Stadium,4.jpg,,,,,,,,,,,,,,,,,
,,,,,,,,,,,stadium_mapping.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,Arrowhead Stadium,5.jpeg,,,,,,,,,,,,,,,,,
,,,,,,,,,,,stadium_mapping.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,SoFi Stadium,6.jpg,,,,,,,,,,,,,,,,,
,,,,,,,,,,,stadium_mapping.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,Hard Rock Stadium,7.jpg,,,,,,,,,,,,,,,,,
,,,,,,,,,,,stadium_mapping.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,MetLife Stadium,8.webp,,,,,,,,,,,,,,,,,
,,,,,,,,,,,stadium_mapping.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,Lincoln Financial Field,9.jpg,,,,,,,,,,,,,,,,,
,,,,,,,,,,,stadium_mapping.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,Levi's Stadium,10.jpg,,,,,,,,,,,,,,,,,
,,,,,,,,,,,stadium_mapping.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,Lumen Field,11.jpg,,,,,,,,,,,,,,,,,
,,,,,,,,,,,stadium_mapping.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,BMO Field,12.jpg,,,,,,,,,,,,,,,,,
,,,,,,,,,,,stadium_mapping.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,BC Place,13.webp,,,,,,,,,,,,,,,,,
,,,,,,,,,,,stadium_mapping.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,Estadio Akron,14.jpg,,,,,,,,,,,,,,,,,
,,,,,,,,,,,stadium_mapping.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,Estadio Azteca,15.jpg,,,,,,,,,,,,,,,,,
,,,,,,,,,,,stadium_mapping.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,Estadio BBVA,16.jpg,,,,,,,,,,,,,,,,,
,,,,,,,,,,,teams.csv,,,,,,,,,1.0,Mexico,,,,,,MEX,,,,,,,,,,,,,,,,,A,False,,,,,,,,,,,,,,,
,,,,,,,,,,,teams.csv,,,,,,,,,2.0,South Africa,,,,,,RSA,,,,,,,,,,,,,,,,,A,False,,,,,,,,,,,,,,,
,,,,,,,,,,,teams.csv,,,,,,,,,3.0,South Korea,,,,,,KOR,,,,,,,,,,,,,,,,,A,False,,,,,,,,,,,,,,,
,,,,,,,,,,,teams.csv,,,,,,,,,4.0,Winner UEFA Playoff D,,,,,,UEPD,,,,,,,,,,,,,,,,,A,True,,,,,,,,,,,,,,,
,,,,,,,,,,,teams.csv,,,,,,,,,5.0,Canada,,,,,,CAN,,,,,,,,,,,,,,,,,B,False,,,,,,,,,,,,,,,
,,,,,,,,,,,teams.csv,,,,,,,,,6.0,Winner UEFA Playoff A,,,,,,UEPA,,,,,,,,,,,,,,,,,B,True,,,,,,,,,,,,,,,
,,,,,,,,,,,teams.csv,,,,,,,,,7.0,Qatar,,,,,,QAT,,,,,,,,,,,,,,,,,B,False,,,,,,,,,,,,,,,
,,,,,,,,,,,teams.csv,,,,,,,,,8.0,Switzerland,,,,,,SUI,,,,,,,,,,,,,,,,,B,False,,,,,,,,,,,,,,,
,,,,,,,,,,,teams.csv,,,,,,,,,9.0,Brazil,,,,,,BRA,,,,,,,,,,,,,,,,,C,False,,,,,,,,,,,,,,,
,,,,,,,,,,,teams.csv,,,,,,,,,10.0,Morocco,,,,,,MAR,,,,,,,,,,,,,,,,,C,False,,,,,,,,,,,,,,,
,,,,,,,,,,,teams.csv,,,,,,,,,11.0,Haiti,,,,,,HAI,,,,,,,,,,,,,,,,,C,False,,,,,,,,,,,,,,,
,,,,,,,,,,,teams.csv,,,,,,,,,12.0,Scotland,,,,,,SCO,,,,,,,,,,,,,,,,,C,False,,,,,,,,,,,,,,,
,,,,,,,,,,,teams.csv,,,,,,,,,13.0,USA,,,,,,USA,,,,,,,,,,,,,,,,,D,False,,,,,,,,,,,,,,,
,,,,,,,,,,,teams.csv,,,,,,,,,14.0,Paraguay,,,,,,PAR,,,,,,,,,,,,,,,,,D,False,,,,,,,,,,,,,,,
,,,,,,,,,,,teams.csv,,,,,,,,,15.0,Australia,,,,,,AUS,,,,,,,,,,,,,,,,,D,False,,,,,,,,,,,,,,,
,,,,,,,,,,,teams.csv,,,,,,,,,16.0,Winner UEFA Playoff C,,,,,,UEPC,,,,,,,,,,,,,,,,,D,True,,,,,,,,,,,,,,,
,,,,,,,,,,,teams.csv,,,,,,,,,17.0,Germany,,,,,,GER,,,,,,,,,,,,,,,,,E,False,,,,,,,,,,,,,,,
,,,,,,,,,,,teams.csv,,,,,,,,,18.0,Curaçao,,,,,,CUR,,,,,,,,,,,,,,,,,E,False,,,,,,,,,,,,,,,
,,,,,,,,,,,teams.csv,,,,,,,,,19.0,Côte d'Ivoire,,,,,,CIV,,,,,,,,,,,,,,,,,E,False,,,,,,,,,,,,,,,
,,,,,,,,,,,teams.csv,,,,,,,,,20.0,Ecuador,,,,,,ECU,,,,,,,,,,,,,,,,,E,False,,,,,,,,,,,,,,,
,,,,,,,,,,,teams.csv,,,,,,,,,21.0,Netherlands,,,,,,NED,,,,,,,,,,,,,,,,,F,False,,,,,,,,,,,,,,,
,,,,,,,,,,,teams.csv,,,,,,,,,22.0,Japan,,,,,,JPN,,,,,,,,,,,,,,,,,F,False,,,,,,,,,,,,,,,
,,,,,,,,,,,teams.csv,,,,,,,,,23.0,Winner UEFA Playoff B,,,,,,UEPB,,,,,,,,,,,,,,,,,F,True,,,,,,,,,,,,,,,
,,,,,,,,,,,teams.csv,,,,,,,,,24.0,Tunisia,,,,,,TUN,,,,,,,,,,,,,,,,,F,False,,,,,,,,,,,,,,,
,,,,,,,,,,,teams.csv,,,,,,,,,25.0,Belgium,,,,,,BEL,,,,,,,,,,,,,,,,,G,False,,,,,,,,,,,,,,,
,,,,,,,,,,,teams.csv,,,,,,,,,26.0,Egypt,,,,,,EGY,,,,,,,,,,,,,,,,,G,False,,,,,,,,,,,,,,,
,,,,,,,,,,,teams.csv,,,,,,,,,27.0,IR Iran,,,,,,IRN,,,,,,,,,,,,,,,,,G,False,,,,,,,,,,,,,,,
,,,,,,,,,,,teams.csv,,,,,,,,,28.0,New Zealand,,,,,,NZL,,,,,,,,,,,,,,,,,G,False,,,,,,,,,,,,,,,
,,,,,,,,,,,teams.csv,,,,,,,,,29.0,Spain,,,,,,ESP,,,,,,,,,,,,,,,,,H,False,,,,,,,,,,,,,,,
,,,,,,,,,,,teams.csv,,,,,,,,,30.0,Cabo Verde,,,,,,CPV,,,,,,,,,,,,,,,,,H,False,,,,,,,,,,,,,,,
,,,,,,,,,,,teams.csv,,,,,,,,,31.0,Saudi Arabia,,,,,,KSA,,,,,,,,,,,,,,,,,H,False,,,,,,,,,,,,,,,
,,,,,,,,,,,teams.csv,,,,,,,,,32.0,Uruguay,,,,,,URU,,,,,,,,,,,,,,,,,H,False,,,,,,,,,,,,,,,
,,,,,,,,,,,teams.csv,,,,,,,,,33.0,France,,,,,,FRA,,,,,,,,,,,,,,,,,I,False,,,,,,,,,,,,,,,
,,,,,,,,,,,teams.csv,,,,,,,,,34.0,Senegal,,,,,,SEN,,,,,,,,,,,,,,,,,I,False,,,,,,,,,,,,,,,
,,,,,,,,,,,teams.csv,,,,,,,,,35.0,Winner FIFA Playoff 2,,,,,,FP02,,,,,,,,,,,,,,,,,I,True,,,,,,,,,,,,,,,
,,,,,,,,,,,teams.csv,,,,,,,,,36.0,Norway,,,,,,NOR,,,,,,,,,,,,,,,,,I,False,,,,,,,,,,,,,,,
,,,,,,,,,,,teams.csv,,,,,,,,,37.0,Argentina,,,,,,ARG,,,,,,,,,,,,,,,,,J,False,,,,,,,,,,,,,,,
,,,,,,,,,,,teams.csv,,,,,,,,,38.0,Algeria,,,,,,ALG,,,,,,,,,,,,,,,,,J,False,,,,,,,,,,,,,,,
,,,,,,,,,,,teams.csv,,,,,,,,,39.0,Austria,,,,,,AUT,,,,,,,,,,,,,,,,,J,False,,,,,,,,,,,,,,,
